,text,ton,keywords,names,likes,replies
25,По мойму этот итальянец с головой не дружит!,neutral,"['мойма', 'итальянец']",,1.0,0.0
26,"Вали в Италию придурок. Правильно мама твоя говорит, что у неё есть враги. Ещё бы, сын ПРЕДАТЕЛЬ СВОЕГО НАРОДА!",negative,"['сын', 'придурок']",,0.0,0.0
27,И находятся же идиоты его слушают,negative,['идиоты'],,2.0,0.0
28,"Есть такие личности и мужики со стержнем как Федор Емельяненко, Навальный, они прут за своё против сильнейшего противника, а такие как Соловьев черти и тряпки, ни кто о тебе хорошего чего-то не запомнит.",negative,"['такие личность', 'сильнейший противник']",соловьев,0.0,0.0
29,Не сравнивайте россию с францией и с др. странами! У нас разные законы.,neutral,"['разные законы', 'франция']",,0.0,0.0
30,Гомно птичье тварь Соловей,negative,"['птичье тварь', 'соловей']",,0.0,0.0
31,"а что соловьев сказал не так??? давайте хоть один косяк где не правда??? вам только человека обосрать надо, больше нечего ненужно !!!",negative,"['один косяк', 'человек']",,1.0,1.0
32,Посмотри самые популярные комментарии... Да и в принципе Соловьев только и вешает лапшу на уши!,neutral,"['самые популярные комментарий', 'уши']",соловьев,1.0,0.0
33,"Издуйте на виллы)))) вам уже не верят, прекращайте. Надо уметь вовремя покинуть сцену)))))",skip,"['сцена', 'вилла']",,3.0,0.0
34,"Я человек простой у меня нет виллы в италии,  вижу СОЛОВЬЕВА ставлю дизлайк! Благо власть не оскорбил иначе штаф бы платил.",negative,"['штаф', 'человек']",соловьев,1.0,0.0
35,не вооружённым глазом видно что это пиздабол,neutral,"['вооружённый глаз', 'пиздабол']",,2.0,0.0
36,"Владимир Рудольфович!Как же Вы изменились за последние 10 лет. Вы были моим любимым публицистом и лидером мнений.Талантливым журналистом.Вы смело выступали за развитие гражданского общества и защищали свободу слова.Что с Вами случилось? Где Ваша совесть? Вам наверное очень плохо бывает , когда Вы осознаете, что продали свой талант и уважение людей. Уверен, что будете сожалеть и раскаиваться.",negative,"['последние 10 лет', 'мои любимый публицист']",владимир рудольфович,0.0,0.0
37,Хуеплет,neutral,['хуепгода'],,0.0,0.0
38,соловьиный понос,neutral,['соловьиный понос'],,1.0,0.0
39,"Дааааа, Соловейчик, совсем поехал...",positive,"['соловейчик', 'дааааа']",соловейчик,0.0,0.0
40,Пора тебе валить! Пока с YouTube,neutral,"['пора', 'youtube']",,1.0,0.0
41,Тварь брехливая.,negative,['тварь'],,0.0,0.0
42,Какая отвратительная рожа!,negative,['какая отвратительная рожа'],,0.0,0.0
43,Соловей🦅,neutral,['соловей'],,0.0,0.0
44,еврейский итальянец!соловей!пропагандист тупой!никто тебя не смотрит!,negative,['еврейский итальянец!соловей!пропагандист'],,1.0,0.0
45,"Соловьев громко прокричал, чтоб в Кремле подлиз услышали громко, надо ж жизнь в италии оплачивать, лизуну",negative,"['кремль подлиз', 'соловьев']",соловьев,1.0,0.0
46,Соловьев-ты дурачок,negative,['дурачок'],соловьев,0.0,0.0
47,"Петушков, патриот Италии 😁",neutral,"['патриот италии', 'петушки']",,0.0,0.0
48,Соловьёв сумасшедший,neutral,['соловьи'],,0.0,0.0
49,"Навальный рулит,а Соловей пиздит,прям как настоящий соловей",neutral,"['настоящий соловей', 'навальный рулит,']",,0.0,0.0
50,"Трезвый не ведёт уже,поёт соловьём!",neutral,['соловей'],,0.0,0.0
51,"Своих проблем как будто нет.Задолбали уже своей Украиной.Люди на Украине живут бедно,так же как и в россии.так что ж ты вовик ,человек с итальянской пропиской ,об этом не говоришь у себя на программе?Пид*р!\n   ЗА КПРФ!",negative,"['итальянская прописка', 'человек']",,0.0,0.0
52,Во наваливает:),neutral,[],,0.0,0.0
53,Насколько соловьев оскотинился. Путин это тромб который перекрыл артерею развития страны. А пропагандист соловьев и скабеевы и киселевы это образовавшийся гной в остановившейся стране.,negative,"['соловьев', 'артерей развития страны']",путин,0.0,0.0
54,гнида ты соловьев,negative,"['соловьев', 'гнида']",,0.0,0.0
55,Соловьиный помёт.,neutral,['соловьиный помёт'],,0.0,0.0
56,Путин красавчик и молоток.,positive,"['путин', 'молоток']",путин,0.0,0.0
57,Нужен переворот! Готов ехать в тюрьму хоть завтра.,neutral,"['тюрьма', 'переворот']",,0.0,0.0
58,"Соловьев зачем ты себя ведёшь как быдлан с бараков, ты итак опущенный ниже некуда, так ещё  больше себя позориш, тебя же вся страна призерает, ты похож на маленькую шавку на верёвочке, не позорься веди себя достойно! Хотя такое дырявое чмо как ты вряд ли сможет🤣🤣🤣🤣🤣🤣",negative,"['вся страна', 'шавка']",соловьев,0.0,0.0
59,"Олень ,ты еще не сдох?",neutral,['олень'],,0.0,0.0
60,"Рудольфыч, почему бухаешь на работе?",neutral,"['рудольфычи', 'работа']",,0.0,0.0
61,Болтунишка Марио))),neutral,"['марио', 'болтунишка']",,0.0,0.0
62,позор,negative,['позор'],,0.0,0.0
63,Соловьёв едь в Израиль и там говори свою чушь😡,negative,"['чушь', 'соловьи']",,0.0,0.0
64,И такое показывают по центральному каналу фу!,negative,['центральный канал'],,0.0,0.0
65,Россия стоит на коленях перед Путиным и всё никак не встанет,neutral,"['россия', 'путин']",путин,0.0,0.0
66,Вот это долбаеба!!!,negative,['долбаеб'],,0.0,0.0
67,Пидар продажный,negative,['пидар'],,0.0,0.0
68,Итальянский клоун,neutral,['итальянский клоун'],,1.0,0.0
69,Каким нахер справедливым путём мы выбираем власть?! Подделанные билютени и мы все рабы Путина,negative,"['все рабы путина', 'какие нахер']",путин,0.0,0.0
70,"Вы сделали это, ребята! Давайте наберём ещё 1000 дислайков, чтобы их стало в 2 раза больше!",neutral,"['2 раза', 'ребята']",,2.0,0.0
71,Земля тебе стекловатой говноед,negative,"['стекловатая говноед', 'земля']",,0.0,0.0
72,Сказал иностранец...,neutral,['иностранец'],,0.0,0.0
73,гном разбушевался)),positive,['гном'],,0.0,0.0
74,Вонючка....,negative,['вонючка'],,0.0,0.0
75,"Посмотри, соловьев, кто скорую задерживает на самом деле. https://www.youtube.com/watch?v=yfevrwVK7ts",neutral,"['самое дело', 'соловьев']",,1.0,0.0
76,"Спасибо YouTube а то, я  безумно любил бы эту власть))",positive,"['власть', 'youtube']",,3.0,0.0
77,Соловьев - главный кремлёвский пропагандист!,negative,"['главный кремлёвский пропагандист', 'соловьев']",соловьев,0.0,0.0
78,Ты да именно ты соловьёв веская причина не включать телевизор,neutral,"['веская причина', 'телевизор']",,0.0,0.0
79,Враньё Соловьевское уже з.....ло!!!КЛОУН КРЕМЛЕВСКИЙ !!!!,negative,"['з.....ло!!!клоун', 'враньё']",,1.0,0.0
80,"Я человек простой, вижу кучку жуликов - ставлю диз",neutral,"['кучка жуликов', 'человек']",,1.0,0.0
81,"Ахахха как будто в Росси по по-другому  , самим то не  смешно ... прежде  чем в другие страны  лезть нужно  в  своей порядок навести . Половину на нары надо отправить для начало ! \nА ты Соловей подпердывай за барыши  дальше ! У нас люди любят на дураков  смотреть, правда не долго.",negative,"['другие страна', 'соловей']",росся,0.0,0.0
82,"8:54 в отличии от Франции, ваших ментов никто не пиздил и народ у вас считает себя ниже власти, рабами.\n\nВот смотрел и поддерживал я раньше этого долбаёба)) стыдно теперь за себя. Рано или поздно правда вся всплывёт и тебя отдадут народу на самосуд. Там они сами решат, что с тобой сделать. Исправляйся, добрыми делами и словами попробуй грязь свою смыть с себя, ну или замазать хотя бы.",negative,"['народ', 'добрые дела']",,0.0,0.0
83,"Удивительное дело, сколько людей смотрят такне нравившегося им соловьева, что бы потом написать гадось) Да Фабрика ботов в марьено продолжает работать.",negative,"['нравившийся имя соловьева', 'фабрика ботов']",,1.0,0.0
84,"Главный вопрос к этим товарищам: почему у нас есть безвиз и я на прошлых выходных летал в барсу?\nА у вас как-то не так.\n\nИ, кстати, гривна растет. А как там насчет рубля?",neutral,"['главный вопрос', 'товарищи']",,1.0,0.0
85,Ой дурак Володя...,negative,"['дурак', 'володя']",володя,1.0,0.0
86,Соловьиный помёт.....Количество дизлайков говорит само за себя.,neutral,['соловьиный помёт.....количество'],,3.0,2.0
87,"Количество дизлайков говорит лишь о том что ботам, школьникам(сюда же относятся и студенты  и просто недалёкие люди) и ""боруцунам с режимом"" не нравится правда. Upd:К какой категории относишься ты совершенно не имеет значение",neutral,"['недалёкие люди', 'какая категория']",,0.0,0.0
88,"@Vi Key  К счастью не отношусь ни к первым, ни ко вторым, ни к третьим. Кстати о третьих, чего не скажешь о тебе. Потому что людям с интеллектом и так понятно, что с экранов Тв, в любой стране и на любом континенте ведется пропаганда с вкраплениями правды (естественно). Чтобы смешав часть правды с мифами и стереотипами легче было управлять быдлом, разделяй и властвуй. И чтобы вражда между людьми во всем мире не затухала. И по барабану какое это быдло -русское, украинское, американское, английское, немецкое и т.д. Пипл хавает, а это главное..вот и ты свою порцию заглотнул. Ешь, не обляпайся...",negative,"['люди', 'быдло']",,0.0,0.0
89,Лучше б своё очко закрыл,skip,['очко'],,0.0,0.0
90,Ху*сос итальянский,skip,['ху*сос'],,1.0,0.0
91,Когда избавиш страну от себя передатель....,neutral,"['страна', 'передатель']",,0.0,0.0
92,ЛЖЕЦ . ДАЙ БОГ ЕМУ ОНЕМЕТЬ...,negative,"['лжец', 'бог']",,0.0,0.0
93,КАК СОЛОВЬЕВ ВОСХИЩАЕТСЯ РОСГВАРДИЕЙ.Смотрите у меня на канале!!,neutral,"['соловьев', 'росгвардией.смотрит']",,0.0,0.0
94,"Езжай нах*й в свою виллу в Италии, поверь, найдется момент, когда её отнимут, а тебя ссаными тряпками вон гнать будут.",negative,"['ссаные тряпки', 'момент']",,2.0,0.0
95,Сегодня ФАШИСТЫ празднуют день своего ВЛАСОВСКОГО знамени: @,negative,"['власовский знамя', 'фашисты']",,0.0,0.0
96,Да он бухой....  Помет не переживыай ты так,negative,['пометы'],,0.0,0.0
97,Постоянно ковыряют друг другу зад..  ни чего полезного,negative,"['друг', 'зад']",,0.0,0.0
98,Что Соловьев думал об Америке и Росси раньше.   https://www.youtube.com/watch?v=ivRyOFo_KSE,neutral,"['соловьев', 'росся']",росся,0.0,0.0
99,Помёт опять какашками кидает,negative,"['помёт', 'какашки']",,0.0,0.0
100,тварь поганая. с георгиевской ленточкой на груди и итальянским паспортом в кармане.,negative,"['итальянский паспорт', 'георгиевская ленточка']",,8.0,0.0
101,Соловьинный помёт!,neutral,['соловьинный помёт'],,0.0,0.0
102,"Соловьё,Соловьёв, неужто в России всё гладко и нечего обсуждать? Неужто нет народа и политики в России, права чьи обязан отстаивать журналист, вот только вы явно не журналист, а просто пропагандист и продажная шкура!!! Вот вам привет от  Харьковчанина.",negative,"['россия', 'журналист']",,0.0,0.0
103,Все в рамках закона?😏-https://youtu.be/spvPLmxNtkY,neutral,['рамки'],,0.0,0.0
104,Сам снял сам раскрыл ) сам в эфир вышел ) сам пост,neutral,"['сам пост', 'эфир']",,0.0,0.0
105,"Ещё они показывают, что кому-то там камень кинули, а во Франции машины сжигают, так что у нас ещё мирные митинги проходят",negative,"['франция машины', 'мирные митинги']",,0.0,0.0
106,"НУ все уже давно знают, что Соловей поёт, зачем РОССИЯ 1 его до сих пор пускает в эфир?",neutral,"['сии поры', 'эфир']",,0.0,0.0
107,"Соловьёв, гляжу тебе Украина нравится?! Зачем вилы в Италии купил?",neutral,"['украина', 'соловьи']",,0.0,0.0
108,"Ни одного положительного комментария тут, однако 2,8 тыс. лайков. Это не кремлеботы, это те люди, которые ставили подписи под единоросов. Ой стоп...",negative,"['одно положительное комментарий', '2,8 тыс']",,0.0,0.0
109,"Соловьев, вы предатель русского народа!",negative,"['русский народ', 'соловьев']",соловьев,0.0,0.0
110,Соловьев - главный журналистский позор в России,negative,"['главный журналистский позор', 'соловьев']",соловьев,0.0,0.0
111,Вот ЛЖЕЦ соловьев!,negative,"['соловьев', 'лжец']",,1.0,0.0
112,Гундяев вообще всю часть скорой помощи перекрыл и нехуя ему,negative,"['скора помощи', 'вся часть']",гундяев,1.0,0.0
113,Пропагандон,neutral,['пропагандон'],,0.0,0.0
114,"Что дизлайки ставите хомячки , горит за наврального?🤣",neutral,"['хомячки', 'дизлайки']",,0.0,0.0
115,"Главная помойка страны, где соловьёв заведующий..Вот они этот смрад и вонь по всей России из канализационных труб федеральных каналов..",negative,"['главная помойка страны', 'федеральные каналы']",,0.0,0.0
116,Соловью хоть в рыло сьы ему как божья роса,neutral,"['божия роса', 'соловей']",,0.0,0.0
117,Балабол,neutral,['балабол'],,0.0,0.0
118,У фанатов анального пригорело,neutral,['фанаты'],,0.0,0.0
119,"8:55 учи матчасть, прежде чем пиздеть, #вовапидорсоловей! ПР (палка резиновая) - это тоже спецсредство и не менее грозное, чем резиновые пули, газ и водомёты. Раз так пиздишь, значит, ни разу не получал ею по своему жирному от итальянской пасты еблету.",negative,"['раз', 'резиновые пуля']",,0.0,0.0
120,Вечер с ротовой свиноматкой.,neutral,"['ротовой свиноматка', 'вечер']",,0.0,0.0
121,"8:05 - так ты тоже не москвич, #пидрвовкасоловей, ты вообще #еврейнерусский",neutral,['москвич'],,0.0,0.0
122,"Своё бы истинное лицо раскрыл и свои Виллы в странах ""НАТО""",neutral,"['истинное лицо', 'страны']",,0.0,0.0
123,"Своё бы истинное лицо раскрыл и свои Виллы в странах ""НАТО""",neutral,"['истинное лицо', 'страны']",,0.0,0.0
124,стдыдоба!!!!,skip,['стдыдоба'],,0.0,0.0
125,"Езжай в Италию, вор",neutral,"['италия', 'вор']",,0.0,0.0
126,Пиздуй в Италию!!!,neutral,['италия'],,0.0,0.0
127,"А где сюжет про ваши виллы, товарищ Соловьёв?) Про них вы народу не расскажите, а то 1000 сюжетов про украину надоели уже",negative,"['товарищ соловьёв', 'ваши вилла']",,0.0,0.0
128,"кусок продажного говна, вали к себе в Италию, падаль",negative,"['продажный говно', 'падаль']",,1.0,0.0
129,кто смотрит эту парашу,neutral,['параша'],,0.0,0.0
130,"Из-за этой мерзко лживой троици я вообще перестал смотреть каналы по тв с ихным участием киселёв соловьёв скабеева, перебивает, дерзят арут, как вы этих мразей смотрите",negative,"['ихной участие киселёв соловьёв', 'лживая троици']",,0.0,0.0
131,Ебучий Соловьев на тебя идет охота.,negative,"['соловьев', 'охота']",соловьев,1.0,0.0
132,Чмо обосанное,negative,[],,0.0,0.0
133,"Слышь , Макаронник !!!  Хватит уже нам спагетти на уши вешать !!!",negative,"['уши', 'спагетти']",,1.0,0.0
134,Соловей ты такой же вор как и твой хозяин. Лжешь нам за наши деньги? Надеюсь в суде будешь отвечать по действующему законодательству.,neutral,"['твой хозяин', 'наши деньга']",,10.0,0.0
135,Сколько стоит жилье в Италии?,neutral,"['италия', 'жильё']",,0.0,0.0
136,"когда уж ты, ублюдок, своё порношоу закроешь?...",negative,"['ублюдок', 'порношоу']",,0.0,0.0
137,Навальный гражданин России. Соловьев гражданин Италии. Какие ещё есть вопросы?,neutral,"['навальный гражданин россии', 'гражданин италии']",,0.0,0.0
138,"Соловьёв-это сутулая опущенная собака, РУСОФОБ, который предал русский народ и продал нашу страну. Соловьёв-ПАРАЗИТ, живущий на наши с вами деньги. Эта бессовестная, наглая сволочь, отняла настоящие у каждого из нас и будущие у наших детей. Люстрации слишком нежно для этого бешенного животного. Бешенных псов не сажают в  клетки-их умертвляют. Паразитов не сажают в тюрьмы, их смывают в унитаз.",negative,"['сутулая опущенная собака', 'русский народ']",,0.0,0.0
139,💩💩💩 - это соловей,neutral,['соловей'],,0.0,0.0
140,Морда,neutral,['морда'],,0.0,0.0
141,"""Вечер с Владимиром Пиздаболовым""",neutral,"['пиздаболов', 'владимир']",владимир пиздаболов,8.0,0.0
142,Соловей он же шапиро это обрезанный с итальянским видом на жительство. Проще говоря иногент,neutral,"['итальянский вид', 'шапиро']",,0.0,0.0
143,"Соловей дерьмо такую хню гонит!Соловей расскажи где у чиновников дети живут и учатся,где у тебя гражданство с твоей семьёй,предатели хyeвы!",negative,"['твоя семьёй,предатели', 'чиновники']",,0.0,0.0
144,желаю здохнуть в муках,negative,['муки'],,0.0,0.0
145,Ни одного положительного комментария в пользу Соловьева. (Клоуна),neutral,"['одно положительное комментарий', 'польза соловьева']",соловьев,6.0,5.0
146,"Как же ему не похуй на дебилов и инвалидов интернета, таких как тебя.",negative,"['инвалиды интернета', 'похуй']",,0.0,0.0
147,@C CА кто тебя спрашивал Пригоженский лизоблюд за 15 рублей?,neutral,"['пригоженский лизоблюд', '15 рублей']",,1.0,0.0
148,"@DaVeR HopEr Привет, дебил. Как подрочил в 2019 году?",negative,"['daver hoper', '2019 году']",,0.0,0.0
149,@DaVeR HopEr Бомжара вонючая.,negative,"['daver hoper', 'бомжара']",,0.0,0.0
150,"@C C Давай, продолжай, может пригласит тебя твой кумир к себе на виллу в Италию.",neutral,"['твой кумир', 'c c']",,0.0,0.0
151,соловьиный помет,neutral,['соловьиный пометы'],,1.0,0.0
152,Соловьев как 2106. Коротко 6ка),neutral,['соловьев'],соловьев,2.0,0.0
153,Ну и мудень,negative,[],,0.0,0.0
154,Голосистый соловей.. - рассмешил опять Людей! 😂,positive,"['голосистый соловей', 'люди']",,13.0,0.0
155,Очередной вечерный помет,neutral,['очередной вечёрный помет'],,0.0,0.0
156,"Чувак, ты трепло, глянь на своих детей, они тебя гандоном считают, глянь на своих родителей - они гандона воспитали.",negative,"['гандон', 'чувак']",,0.0,0.0
157,Пиздуй в Италию чмо!,negative,['италия'],,0.0,0.0
158,Своё лживое лицо раскрой иудей ебучий,negative,"['лживое лицо', 'раскрой']",,0.0,0.0
159,Пропогенда включена,neutral,['пропогенд'],,0.0,0.0
160,такой уебищный,negative,[],,0.0,0.0
161,"Сдрисни с ютуба, помет, даже не помет, а параша",negative,"['пометы', 'ютуба']",,0.0,0.0
162,Респект Соловьеву ! Респект омону и росгвардии !!! Уберите с улиц эту  шушеру !!!!,negative,"['респект', 'шушера']",соловьев,4.0,1.0
163,"Молодец, или возьми с полки 30 серебрянников)))",neutral,"['30 серебрянников', 'полка']",,2.0,0.0
164,))))..... соловьев ты мелкая букашка.. когда по власти пройдут сапогом ты будешь умолять о пощаде.. но надеюсь пощады не будет,negative,"['пощада', 'мелкая букашка']",,1.0,0.0
165,Соловьев враг РОССИИ,neutral,"['враг россии', 'соловьев']",,0.0,0.0
166,"Первым свалит из страны. Какое там гражданство, американское?",neutral,"['страна', 'гражданство']",,4.0,0.0
167,Так и плюнуть в телевизор захотелось,neutral,['телевизор'],,1.0,0.0
168,"Ну что, Вова, как Италия? Стоит из России переезжать?",neutral,"['россия', 'италия']",,17.0,0.0
169,"Янукович коректно решил провести митинг и что в результате Украина получила, мы не хотим этого,надо жестко с майданутыми охоту отбить митинговать и продавать СТРАНУ.",negative,"['майданутые охота', 'янукович']",янукович,0.0,0.0
170,УСЫТЕСЬ https://www.youtube.com/watch?v=Ps2A7JevG9Q,neutral,['усытесь https://www.youtube.com/watch?v=ps2a7jevg9q'],,0.0,0.0
171,захарченко и кабзон тоже думали что они без смертные,neutral,"['кабзоны', 'захарченко']",,2.0,0.0
172,"Идиот тебе ни кто не верит , хватит нести чушь",negative,"['чушь', 'идиот']",,0.0,0.0
173,"Вы прежде чем делать выводы на всю Россию посмотрели бы доказательства людей которых не зарегистрировали. Юристы этих людей по полочкам разложили с юридической точки зрения с ссылками на постоновления и т.д. предложите своим юристам проверить данные. Проведите журналиское расследование (объективное), если вы конечно настоящие журнолисты. А так это просто слова и только.",neutral,"['юристы', 'юридическая точка зрения']",,0.0,0.0
174,Соловьиный Помет!,neutral,['соловьиный пометы'],,1.0,0.0
175,"Пора уже начать говорить о проблемах России, на российском телевидение! Ах нет, Путин бог, я совсем забыл ))",negative,"['российский телевидение', 'проблемы россии']",путин,0.0,0.0
176,Соловьев раскрыл СВОЁ истинное лицо.,neutral,"['истинное лицо', 'соловьев']",соловьев,1.0,0.0
177,Он вообще соображает что он несёт? Маразм крепчает...,negative,['маразм'],,0.0,0.0
178,"интересно, а он сам то понимает вообще, что несет...умник",neutral,['несет...умник'],,0.0,0.0
179,казёл,neutral,['казёл'],,0.0,0.0
180,Юморная передача 😁,positive,['юморная передача'],,0.0,0.0
181,Риздит как дышит,neutral,[],,0.0,0.0
182,Правая рука кремля и продажный человек господин Соловьев!!!,neutral,"['правая рука кремля', 'продажный человек']",соловьев,0.0,0.0
183,"С Италией Сравнил Где люди вообще не кого не трогали \nА ваша ""Доблестная Полиция"" Принимала  без разбора \nбабушки с дедушками видите ли переворот государственный устроить хотели \n  - Говорит такой Незаконно Говорит Володя(ПУТЕНСКИЙ жлоб)\n Людям так ваше бляство надоело \nДовыежываетесь до майдана жукаебы мелчные",negative,"['люди', 'доблестная полиция']",володя,1.0,0.0
184,Дебил ты сОЛОВЬЁВ,negative,"['соловьи', 'дебил']",,0.0,0.0
185,Соловьиный помёт со всех щелей прёт,neutral,"['соловьиный помёт', 'все щели']",,0.0,0.0
186,Он точно обкуренный,neutral,[],,0.0,0.0
187,Подонок!,negative,['подонок'],,0.0,0.0
188,Народ а почему бы его не выловить и отдубасить,neutral,['народ'],,1.0,0.0
189,"Россия, очнись. Я хожу на митинги и мне никто не платит. Мне 24 года, у меня высшее лингвистическое образование, я работаю в издательстве и работаю много, занимаюсь переводам исторических монографий. \nНас пытаются столкнуть против друг друга, чтобы мы не обратили внимания, что все эти люди с экрана, говорящие нам о внешних врагах, внутренней пятой колонне и ленности граждан, сами покупают недвижимость в 200 раз выше своих официальных зарплат. Люди, защищающие Россию, винящие Запад в прогнившей законодательной системе, посылают своих детей учиться в Англию, Америку, Германию. Посылают еще в младенчестве с женами, потому что они не хотят жить в разворованной ИМИ ЖЕ, бедной стране с плохим образованием, мертвым здравоохранением и высокой преступностью. Люди становятся преступниками, когда им есть нечего, так, к слову. Они даже убили суды, чтобы мы не могли обжаловать их решения. \nЯ родом из Челябинска, у нас не работают суды, сколько мне приходилось ходить на повторные заседания знает, наверное, только охранник на входе. У нас фальсифицируются выборы, не успевают работать врачи, несколько раз в год перекладывают асфальт на одной и той же улице. \nГосподи, видит Бог, я не хочу войны. Пожалуйста, хотя бы раз. Хотя бы раз. Ты, тот, кто это читает, не оплаченный комментатор, а мой соотечественник. Посмотри на ситуацию по-другому. Прочитай о своих правах. И почитай законы, они АНТИНАРОДНЫЕ. Их составляют люди, которые хотят и дальше доить свой народ повышением налогов, пенсионного возраста и бить дубинками тех, кто с этим не согласен.\nЗа нами будущее. За конкретно твоим выбором сейчас. Вы не один. Из-за госпропаганды кажется, будто провластных глухих людей много, но это иллюзия. Выгодно, чтобы ты так считал. \nЯ стою за своих людей.\nИ даже те, кто говорит, что ""таких, как я"" нужно посадить или расстрелять, я буду стоять за вас каждый раз, когда буду выходить на митинги. Я упашусь, но добьюсь для вас будущего.\nА тем, кто говорит недовольным валить, я хочу сказать: ""не дождетесь"". Это моя страна, здесь моя Родина и я не дам ей умереть. Недолго этому правительству осталось.\nИ если вы боитесь 90х, то спешу сообщить, что все 90-е уже в правительстве давно, почитайте биографии людей, возглавляющих главные ведомства.\nЯ за справедливую и счастливую Россию, к которой мы обязательно дойдем.\nХватит слушать госпропаганду, послушайте здравый смысл в своей голове.",negative,"['люди', 'раз']",,1.0,0.0
190,Кто этого добила ещё смотрит?\nНе понимаю почему его не выгоняют с тв,neutral,"['тв', 'смотрит?\\nн']",,4.0,0.0
191,"Уезжай уже, пожалуйста, быстрее к себе в Европу жить. Оставь избитое тело нашей Родины в покое.",negative,"['наша родина', 'избитое тело']",,0.0,0.0
192,"Соловьёв самый умный в России. Он хоть и мал, зато много книжек прочитал. С сукнонным рылом и в калашный ряд. Пару слов связать не может. Как его Гордон побеждал в энтилекте - 2008 . Соловьёв даже ответить не мог от напора интеллекта.",negative,"['соловьи', 'сукнонный рыло']",гордон,0.0,0.0
193,"я не москвич и даже не россиянин. но как по мне, силовики действуют через чур мягко.\nэто удивительная выдержка, поддерживающая дисциплину и субординацию.\n\n\nно вот сам подход (власти) мне кажется недостаточно суровым. Обязанность власти защитить граждан – в первую очередь законопослушных и ""непричастных"". (тех, к кому ехала скорая, например)\nа тут я вижу достаточную безноказанность, которая, обычно, приводит к печальным последствиям.",negative,"['удивительная выдержка', 'сам подход']",,0.0,0.0
194,соловьев пидр гнойный,negative,['соловьев пидр'],,0.0,0.0
195,Соловьев пездабол,neutral,"['соловьев', 'пездабол']",соловьев,1.0,0.0
196,Соловьев хуесос,negative,"['хуесос', 'соловьев']",соловьев,0.0,0.0
197,"увезла из дома все телевизоры, потому как все равно нет смысла смотреть.Правды не так много.И это еще мягко сказано(((((((((((((((((",negative,"['смысл смотреть.правды', 'все телевизоры']",,0.0,0.0
