,text,ton,keywords,names,likes,replies
24,"Если судить по лайкам, то основная аудитория соловьиной трели, это пятая колонна.",neutral,"['соловьиная трель', 'пятая колонна']",,0.0,0.0
25,Зашел чисто почитать коменты и вьебать диз.....они нам втирают какую то дич!!!,negative,['коменты'],,1.0,0.0
26,Не ковыряйтесь в говне,negative,['говно'],,1.0,0.0
27,вакаров долбоёб,skip,['вакары'],,0.0,0.0
28,"...А как он его!  После бородки Троцкого, Злобин замолчал надолго! Хотелось бы чтоб навсегда...1:56:38",positive,"['бородка троцкого', 'злобин']",злобин,0.0,0.0
29,"чего ты брешешь , помет вонючий? какие 70 процентов действия росгестапо поддерживают?  посмотри на количество лайков и дизов!  70 процентов  как раз НЕ ПОДДЕРЖИВАЮТ  действия росгестапо!!",negative,"['росгестапо', 'какие 70 процентов действия']",,1.0,0.0
30,Помет. Как обычно,neutral,['пометы'],,1.0,0.0
31,"Я человек просто, вижу рыло Соловьева, ебашу дизлайк. Вова, ты сучий потрах и от народа даже на виле своей не спрячешься когда время придет)",negative,"['сучий потры', 'рыло соловьева']",соловьев,0.0,0.0
32,Как можно это Г смотреть...,neutral,['г'],,0.0,0.0
33,Сборише  дебилов.,negative,['сбориша дебилов'],,0.0,0.0
34,"СПАСИБО ВАМ БОЛЬШОЕ СОЛОВЬЕВ ЗА ВАШУ ПРОГРАММУ.Я УКРАИНКА,ДУША РАЗРЫВАЕТСЯ ОТ ТОГО, КАК ИСПОЛЬЗУЮТ НЕАДЕКВАТНЫХ ДЛЯ РЕШЕНИЯ СВОИХ ПРОБЛЕМ ЗАПАДА И АМЕРИКИ. У МЕНЯ ОНИ  ОТНЯЛИ РОДИНУ. УКРАИНЫ БОЛЬШЕ НЕТ...",negative,"['проблемы запада', 'большое соловьев']",,1.0,0.0
35,"Яков, спасибо!!!",speech,['яков'],,0.0,0.0
36,Соловьев помёт.,neutral,"['соловьев', 'помёт']",соловьев,1.0,0.0
37,"Пропогандон грёбаный, народу пох*уй и он не в теме (финансах) на разборки рос богачей с украиной, сша и европой, ГАДЁНЫШИ, дайте рабоче места, и даже пох, можно и с вашей мерзкой нищенской зарплатой, ублюдки(((((((((((((((((",negative,"['ваша мерзкая нищенская зарплата', 'финансы']",,0.0,0.0
38,"Господи, сколько дибилов собралось! Не услышала ничего неадекватного и необъективного в этом выпуске. Все по делу и с доказательствами. И кроме как оскорблять и материться , вы больше ничего не можете сказать!)))",negative,"['доказательства', 'дело']",,0.0,0.0
39,История Юго-Западной Руси - неот'емлемая часть русской истории !  Киев - мать городов русских !,neutral,"['юго-западная русь', 'русская история']",,0.0,1.0
40,Для сторонников воссоединения Руси и воссоединения русской меганации ----- +7-909-800-10-09.,neutral,"['сторонники воссоединения руси', 'русская меганация']",,0.0,0.0
41,"злобин напоминает неооптимиста дебила д-ра Опира. Так же  у него ""ничего страшного"".",negative,"['неооптимист дебила д-ра опира', 'злобин']",,0.0,0.0
42,"Соболь сдала себя, она не придерживается голодовки. Когда дает интервью и у нее пощелкивают слюни, это означает, что она недавно кушала. То же касается и гостей в программе - поедят перед эфиром, а потом всю программу плямкают, слышатся слюни",neutral,"['слюни', 'вся программа плямкают']",,1.0,0.0
43,"Украина, Ша - может хватит? У нас в стране проблем мало своих, а?",neutral,"['страна проблем', 'украина']",,0.0,0.0
44,Говномёт подкремлёвский с шоблой говномётов из пехоты,negative,"['шобла говномётов', 'пехота']",,0.0,0.0
45,"Если это была калька Украины 2004, то у нас всего 10 лет! Нельзя пустить все насамотек! Оппозиция кричит что у нас 37-ой? Так может дать им 37? Хотя бы на несколько дней на период ""мирных шествий""",neutral,"['мирные шествия', 'калька украины']",,0.0,0.0
46,"Этот соловьёв редкостное быдло, такую гниду надо ещё поискать...",negative,"['такая гнида', 'редкостное быдло']",,0.0,0.0
47,"Советские и российские клоуны были гораздо умнее - в Президенты не лезли , знали , что смеяться не будут , а просто засмеют ....",negative,"['российские клоуны', 'президенты']",,0.0,0.0
48,это будет не коллективный орган а коллективная оргия.,neutral,"['коллективный орган', 'коллективная оргия']",,0.0,0.0
49,Маша как всегда прекрасна!!!!!!!!! Прости Володя!!!!!!,positive,"['маша', 'володя']",володя,0.0,0.0
50,Владимир Соловьев будущий призидент Росии я думаю дядя Вова поставит именно этого человека вместо себя))))других вариантов нет,neutral,"['себя))))другие варианты', 'будущий призидент']",вова,0.0,0.0
51,"1) Зашёл.\n2) Удивился кол-ву Дизов.\n3) Вспомнил про митинг школьников аутистов у пустующего здания мэрии в выходной\n4) Посмеялся\n5) Решил почитать комментарии людей, которые пришли сюда ради как по команде хозяина\n6) Посмеялся х2\n7) Скинул ссылочку на видео другу, что бы почитал комментарии и дал свою оценку как начинающий психоаналитик и что бы чисто поржал с даунов. \nз.ы. Обожаю когда ""короля мух"" макают в каловые массы на шоу Соловьёва, после этого Можно минут 40  читать комментарии и угарать с отсталых в развитии детей,  Диванным бойцам средних школ поставить дизлайк по указке ""Недомошенника"" который мавроди и в подмётки не годится, конечно проще чем решать проблемы своей страны, хотя бы на уровне Агитации депутатов, которые  ""Реально"" пытаются решать проблемы как на местном так и муниципальных уровнях. Мозгов хватает только поставить дизлайк, и распластись в широкой имбецильной улыбке, что поставив дизлайк, ты каждый раз борешься с ненавистной тобой системой! ХАХахха, долбаёбы 🤣",positive,"['дизлайк', 'проблема']",,1.0,0.0
52,День прожит зря если итальянцу диз не поставить😀,negative,"['итальянец', 'день']",,0.0,0.0
53,Дизов в два раза больше!!!! Задуматься не пора!?,neutral,"['два раза', 'пора']",,0.0,0.0
54,гнида пометная,negative,['гнида'],,0.0,0.0
55,Каким образом это гэ... В трендах🍄,neutral,"['какие образ', 'тренды']",,0.0,0.0
56,"лживое чмо..где в стране есть справедливый ДЕЙСТВУЮЩИЙ ПО ЗАКОНУ  СУД?,  на второй очереди.....веревок на всех этих bлятей хватит....",negative,"['второй очереди.....верёвки', 'суд']",,0.0,0.0
57,ублюдок поганый соловей ебаный,negative,"['поганый соловей', 'ублюдок']",,0.0,0.0
58,Мария Захарова прекрасный прессекретарь МИДа.,neutral,"['мария захарова', 'мид']",мария захарова,0.0,0.0
59,"Какого хрена этот дебил Ковтун от имени всего украинского народа толдычит:        "" Людям, простым украинцам нравиться.., люди, обычные люди, поддерживают все шаги действующего президента."" ?! Впрочем - что от дебила ждать то ?!- он же не способен понять что ОН дебил, а не весь народ на Украине...!",negative,"['дебил', 'люди']",,1.0,0.0
60,"Стеклова на нары, паскуду. Жёлтые жилеты во Франции просто образец подавления несогласных.",negative,"['образец подавления', 'жёлтые жилеты']",,0.0,0.0
61,"и боты метнулись хэйтить......почемуж именно этот ""вечер""получил больше дизов чем лайков?видать правда перевились либералы на Руси ....топорно всё так",negative,"['хэйтить......почемуж', 'русь']",,2.0,0.0
62,"Кондолиза вылезла из схрона, тварюга. Илиас Меркури чёткий человечище. Армен Гаспарян умница и эрудит.",positive,"['чёткий человечище', 'эрудит']",армен гаспарян,0.0,0.0
63,Мария я вас обажаю,positive,"['обажай', 'мария']",,2.0,2.0
64,Господи...извращенец..,negative,['господи...извращенец'],,1.0,0.0
65,Красота душевная затмит любую внешнюю красоту! А вы с извращеными мозгами  просто ноль!,positive,"['любая внешняя красота', 'извращеные мозги']",,1.0,0.0
66,Все пришли из отпуска. Красавцы. Владимир Рудольфович как всегда на высоте.,positive,"['рудольфович', 'отпуск']",владимир рудольфович,0.0,0.0
67,М. Захарова 1000 лайков.,neutral,"['м', 'захаров']",М захаров,2.0,0.0
68,"Было 6,8 тыс дизов..... Стало 6,3......",neutral,"['6,8 тыс', 'дизов']",,1.0,0.0
69,Догадается кто-нибудь когда-нибудь Соловьёву в его поганую рожу плюнуть?,negative,"['поганая рожа', 'соловьёв']",,2.0,2.0
70,Не а.,neutral,[],,0.0,0.0
71,на свою рожу полюбуйся.,neutral,['рожа'],,1.0,0.0
72,"Не комментарии, а сплошной марафон - кто быстрее и больше поставит дизлайков, сразу видно кто здесь собрался. Молодец Соловьёв - скакунов этих показал.",neutral,"['сплошной марафон', 'молодец соловьёв']",,2.0,2.0
73,"Так задание дали, вот и соревнуются.",neutral,['задание'],,2.0,0.0
74,платят им амерскими тугриками.,neutral,"['амерские тугрики', 'имя']",,0.0,0.0
75,https://youtu.be/W3SvcKYLqN0.  Песенка про этого мудака,neutral,"['песенка', 'мудака']",,1.0,0.0
76,"НЕ ДОЖДУТСЯ - ЭТИ ПОДОНКИ, КОТОРЫЕ ДАЖЕ  ИГРАЮТ ФАЛЬШИВО . РОССИЯ БУДЕТ ЖИТЬ И РАСЦВЕТАТЬ, УРА, УРА, УРА!!!",positive,"['россия', 'подонки']",,1.0,0.0
77,"Захарова, и интеллектуалка, и не мужланка, в отличие, от ""исключительных"".Кобылоидных.",neutral,"['отличие', 'мужланка']",захаров,1.0,0.0
78,Как соловьеву живётся зная что он соловьев??? Мерзейшая падаль,negative,"['соловьев', 'мерзейшая падаль']",,2.0,2.0
79,Падаль - это ты.неучь. ты ему в подмётки не годишься. Учи историю.,negative,"['подмётка', 'падаль']",,2.0,0.0
80,Так говорят никчёмные люди. Учи историю.,neutral,"['никчёмные люди', 'история']",,1.0,0.0
81,"Я своим глазам не верю. Скажите правда на земле есть такие люди как соловьев ? Это же только в кино и мультиках, типа гримы из властелина колец)) сил нету даже назвать его гнидой. Мне просто его жаль и всех, кто его поддерживает, всех тех доверчивых и необразованных, кто ведётся. Каждый из них понесёт ответственность за все, что он сказал",negative,"['такие люди', 'властелин колец']",,1.0,0.0
82,"Сталина в наше время не хватает... Что-бы гайки подзакрутил, ВСЕМ!\nАнтиконституционные протесты - информационное оружие, а в военное время, при политико-информационной войне - применять законы военного времени, всё справедливо.",negative,"['законы военного времени', 'политико-информационная война']",сталин,2.0,0.0
83,"Походу эти ебланы в коментах которые ему верят, ни когда не вымрут.",negative,"['поход', 'коменты']",,3.0,3.0
84,Вымирать завещал Овальным Долбоящерам их великий гуру донатов.,neutral,"['великий гуру донатов', 'овальный долбоящеры']",,1.0,0.0
85,А ты из отряда тех ебланов которые верят амерам?,neutral,"['отряд', 'ебланы']",,1.0,0.0
86,Я к насральному не отношусь.,neutral,[],,0.0,0.0
87,А надо нашим властям проверить и чему учат этих бездельников у нас в учебных заведениях и убирать их с России и интернет где призывают к развалу России и к этим беспорядкам ! Люди ау вас поимеют и выплюнут а те организаторы смоются за бугор а вы будете сидеть и по делу -думайте мозгами а не задницей  и не идите на провокацию ! Всей полиции спасибо огромное что защищаете народ !,negative,"['учебные заведения', 'развал россии']",,0.0,0.0
88,"Забавно сколько тролей в комментариях. Раньше было не так много людей вообще, и лайков/дизлайков намного меньше. Доказывает что программа набрала огромную популярность и среди обычных людей и неолиберальных нытиков 🤗",negative,"['огромная популярность', 'обычные люди']",,4.0,1.0
89,"Так партия ГД сказала ! Либерда сказала - ЕСТЬ , ипод Зиг.",neutral,"['партия', 'либерда']",,1.0,0.0
90,"Интересно наблюдать, как от трели Соловьева, всякую либероидную америкоотсосную нечисть просто наизнанку выворачивает.. Они аж говном здесь своим исходят..",negative,"['всякая либероидная америкоотсосная нечисть', 'трель соловьева']",соловьев,4.0,2.0
91,100 лайков,neutral,[],,2.0,0.0
92,"Уверен, что большинство, швыряющихся дерьмом здесь в комментах, даже не смотрели передачу. Явно по заказу строчат. Забавно, что они, видимо, думают, что их истерические вопли, напоминающие порой мычание питекантропов, каким-то образом убедят кого-то, что Соловьев неправ. Ну-ну...",negative,"['швыряющиеся дерьмо', 'мычание питекантропов']",соловьев,1.0,0.0
93,"Все как всегда, бла бла бла, они вмешались, мы никогда этого не делали. Это ясно, что с этим делать? Санкции против Америки, они же так поступают? Германии, Франции? Запретим россиянам летать?)) Ааа наверно вытремся и дальше будем дипломатично мычать))))",negative,"['франция', 'санкция']",,0.0,0.0
94,Пятая колонна уже гавном изошла в комментариях.,negative,"['пятая колонна', 'комментарии']",,5.0,1.0
95,ДЭБИЛЫ   -  что с них взять?,negative,['дэбилы'],,2.0,0.0
96,кремлевский гос заказ,neutral,['заказ'],,1.0,0.0
97,соловьиная помойка я сожгу твой особняк в Италии на Комо если ты не прекратишь врать,neutral,"['твой особняк', 'соловьиная помойка']",,2.0,1.0
98,Тебя посадят.,neutral,[],,0.0,0.0
99,И как оно в тренды то попало?,neutral,['тренды'],,2.0,2.0
100,"Всё хватит. !  Молодцы!  Уже план перевыполнили, до тебя.",positive,"['план', 'молодцы']",,0.0,0.0
101,@Людмила Лунёва не хватит,neutral,['людмила'],людмила лунёва,0.0,0.0
102,Очередной блеклый высер,negative,['очередной блёклый высеры'],,2.0,0.0
103,"Помёт сольвья)). Соловей хабадовский, Когда ты уже паскуда прекратишь пропогандонить!",negative,"['помёт сольвья', 'соловей']",,4.0,0.0
104,"""Помётчика"" многие называют пропагандист, а ""Пропаганда - распространение политических и др. взглядов и идей с целью их внедрения в общественное сознание и активизации массовой практической деятельности"", что слишком сильное для мерзавца возвеличивание. Абсолютный лжец - ""помётчик"", как и многие его такие же соратники, только всегда лжёт и восхваляет любые действия власти - ""лижет"". Пропагандисты были в СССР, честные и, хвалящиеся своей ложью, познеры. Идеи коммунизма - великие, их пропаганда ничего плохого рядовым людям не несла. Были пропагандисты идей нацизма и фашизма, осуждённые в Нюрнберге, но они то в них верили. ""Помётчик"" и его соратники просто лгут, при этом они не говорят, что нужно лгать, наоборот, они призывают жить ""лохов"" честно - ""не по лжи"" и верещат о патриотизме из своего жилья в странах НАТО. Так что - абсолютный лжец и мерзавец.",negative,"['помётчик', 'абсолютный лжец']",,2.0,0.0
105,"Соловьёву спасибо за программу! И за гражданскую позицию, спасибо! Заглянул, чтобы поставить лайк )))",speech,"['гражданская позиция', 'соловьёв']",,2.0,0.0
106,Соловьёв самый лучший ведущий ток шоу! И ещё Михеев!,positive,"['самый наихороший ведущий ток', 'шоу']",михеев,2.0,0.0
107,СПАСИБО ! В Р СОЛОВЬЁВУ за его терпение на таких идиотов  которые пишут оскорбления в его сторону ! Понятно что это не от большого ума бездари или скачут или гадости пишут но учиться им не дано и работать лень а вот продать Россию за подачку явропы это они могут и сапоги лакеи научились лизать хозяину который их спонсирует,negative,"['большое ум бездари', 'такие идиоты']",,2.0,0.0
108,Когда ж уже эту гнидоту. либерастную раздавят. Задолбали,negative,['гнидот'],,0.0,0.0
109,"Не, гос . Соловьев Вы ужу лучше несите свою чушь по Украину...а то по поводу митингов в Москве - врете, как дышите",negative,"['повод митингов', 'чушь']",,3.0,0.0
110,"Шапиро-Соловьев,говорят,уже на вторую виллу в Италии насосал из наших народных денег.А как же,восемь спиногрызов наплодил.Всех и расселить,и обучить надо.На наших-то детей ему срать с высокой колокольни.Нашим-наркоту и алкоголь и нищенские зарплаты,чтобы не плодились и вымерли побыстрей.",negative,"['нищенские зарплаты,чтоба', 'наши-то дети']",соловьев,3.0,10.0
111,Ты понял что высрал ? Иди работать чтобы твои дети не голодали! Иди землю паши чтоб дети твои жили в достатке . Делай хоть что-нибудь для своих детей !,neutral,"['дети', 'твои дети']",,1.0,0.0
112,Домна  - ЗАВИДУЕШЬ?,neutral,['домна'],,1.0,0.0
113,Сколько тугриков получила за высер?,neutral,"['тугрики', 'высеры']",,0.0,0.0
114,"сергей есенин Мудак,с нашими зарплатами можно сдохнуть на работе и остаться в конечном итоге нищим.Чо такой тупой?",negative,"['наши зарплаты', 'конечный итог']",,0.0,0.0
115,"Рус Русский Дебилу невозможно объяснить,что он дебил,потому что он дебил.",negative,"['русский дебил', 'дебил']",,0.0,0.0
116,"Рус Русский Ты лучше у своего Шапиро-Соловьева спроси,сколько ему платят за его лживые высеры из твоих в том числе денег.Хотя таких лаптей,как ты,еврею грех не на..бать.",negative,"['лживые высера', 'шапиро-соловьев']",соловьев,0.0,0.0
117,@Домна Евстигневна я ржу от тебя служка госдеповская. :-),skip,"['служка', 'ржа']",,0.0,0.0
118,"Как же тебя зависть корёжит, просто изгнание беса какое то.",negative,"['изгнание беса', 'зависть']",,0.0,0.0
119,"Рус Русский Хотя бы русским себя не называй, быдло жопоголовое.",negative,['быдло'],,0.0,0.0
120,"@Домна Евстигневна в отличие от вас я русский, а не дерьмо нацистское.",negative,"['отличие', 'домна']",,0.0,0.0
121,Петушков застрелись гнида ссученая,negative,"['петушки', 'гнида']",,6.0,0.0
122,О свеженький понос пошол соловьиный,neutral,"['свеженький понос', 'пошол']",,7.0,0.0
123,Виват король виват : Путин В.В. ты супер !,positive,"['путин', 'король']",В В путин,1.0,0.0
124,"Слушай а это про Соболь правда??? главный «борец с коррупцией» в фонде Алексея Навального имеет в родственниках брата, который был непосредственным участником Евромайдана на Украине и который считает непорядком улицу Грушевского без «коктейлей Молотова», отца, который, по всей видимости, помогал выдавать положительные аудиторские заключения банкам с рекордными многомиллиардными дырами. И мужа, размещающего у себя на странице в соцсети рекламу батальона «Азов», чьи боевики убивали, калечили и пытали, в том числе, и мирных граждан Украины.",negative,"['рекордные многомиллиардные дыры', 'положительные аудиторские заключение']",молотов,1.0,2.0
125,А вы сами как думаете?,neutral,[],,0.0,0.0
126,"@Wer Ner  Я проверил про отца, верно.... Про брата верно.... У Соболь есть один интересный момент в биографии. Я когда был на экскурсии в Птропавловской крепости, в казематах, то читал таблички тех кто там сидел. Революционеров. Так вот. Они топили за Россию будующего, как у Соболь и Навального. Помогала им заграница. Как и у тех. Процентов 70 были студенты или заводская молодежь. В общем те, кто вместо работы и учебы шарился по 'кружкам"". Но самое интересное. Более 80 процентов из них, после того как победила Революция, царя свергли, не стала жить в Победившей стране будующего, а слиняло и спокойно доживали в Европе. И не просто в Европе, а в странах где этих революций не было тогда в 20-х годах. Это Швейцария, Норвегия, Финляндия, Австрия, Бельгия, Люксембург и т.д. \nЯ вот и думаю, а Волков правая рука Навального уже заранее семью перебросил в Люксембург???",neutral,"['соболь', 'люксембург']",волков,1.0,0.0
127,"Захарова, опохмелись !",neutral,['захаров'],захаров,2.0,1.0
128,ты внатуре трицать я ЗМЕЯ гадюка !,negative,"['змея', 'гадюка']",,0.0,0.0
129,Двойное гражданство. Позор такому журналисту,negative,"['такой журналист', 'двойное гражданство']",,2.0,0.0
130,"Украина.......ЗАЕ,,,,,ЛА.Где  решение проблем в моей стране?",neutral,"['решение проблем', 'моя страна']",,2.0,0.0
131,Дизлайк не глядя. Скоро жалобы писать буду на отталкивающие сцены.,neutral,"['отталкивающие сцена', 'жалоба']",,4.0,0.0
132,"Белый дом, с приходом Трампа, конкретно пожелтел 😉",neutral,"['приход трампа', 'белый дом']",,1.0,1.0
133,"Наградить товарища Трампа  золотой звездой , герой России!",neutral,"['товарищ трампа', 'золотой звезда']",,0.0,0.0
134,Кому не нравится-не смотрите!,neutral,['кома'],,2.0,0.0
135,"Эй умник, этот, который говорит за 2-е гражданство, не кричи зря, Зелкнский уже издал указ в МИД Украины разработать соответственный проэкт",neutral,"['соответственный проэкт', 'мид украины']",,0.0,0.0
136,"Соловьев, похоже ,завидует Зеленскому... аж как его перекорячивает только от фамилии и кудахтает и крякает... ужас))))А Зеленскому плевать))",negative,"['фамилия', 'ужас))))']",соловьев,1.0,0.0
137,"Нужно признать, что гос. Соловьев проводит свои передачи профессионально, хотя да, пропоганда путиназма здесь на лицо и весь этот бред тяжело слушать с трезвой головы. Но он профессионал и умеет делать свое дело. А все эти так называемые эксперты....так ему такие лохи и нужны, иначе программа поейдет не так как он этого хочет. У него задача такая - топить Украину за все что она делает, просто за все, перекручивать все с головы на ноги и он это делает хорошо",negative,"['трезвая головы', 'такие лохи']",соловьев,0.0,0.0
138,"Всё, пора закрывать этот вечер . Кучка женоподобных мужиков истероидов перед сном  . И всё. Соловьёв уже от злости позеленел.",negative,"['женоподобные мужики истероидов', 'сон']",,3.0,0.0
139,"Ну для вас господин Крупин и иже с вами конечно Родины нет!  В СССР была такая республика РСФСР и она осталась на той же территории была и есть Родина и мы в ней родились! Я не русская,но у меня русская душа и никогда не буду оскорблять,унижать Россию и её президента,а вы  и иже с вами русские люди и как Иваны не помнящие родства готовы её и её президента ненавидеть и оскорблять за американские мани, а вы хотя бы что то делаете для развития своей стороны или способны только ненавидеть, писать гадости и призвать к свержению власти,опустив страну в бездну? Не нанадейтесь не получается этого у вас!",negative,"['родина', 'такая республика рсфср']",иван,0.0,0.0
140,"Как там на озере Кома, Рудольфыч ? На рыбалку то ходишь !? Эээх ... взяли бы и меня в придворные прихвостни   , я б тоже там домишко приобрёл ! Сидели бы мы  с тобой с удочками, да  рыбку ловили ! Везёт тебе проныра ! Завидую чёрной завистью кровососу ! Все места у кормушки заняты , мне не прорваться к корыту !!! Эээх ... да сдать же в лом твою медь !!!",negative,"['эээха', 'чёрная зависть']",,3.0,1.0
141,андрей кувайцев всё что ты умеешь это быть придворным прихвостнем?!!!!!,neutral,"['придворный прихвостень', 'андрей кувайцев']",,0.0,0.0
142,Совсем у дауна фляга засвистела,negative,"['фляга', 'даун']",,3.0,0.0
143,Соловьев лучший конечно журналист в стране!,positive,"['страна', 'соловьев']",соловьев,4.0,0.0
144,ДИЗ Помету пропагандону,neutral,"['пропагандон', 'помета']",,1.0,0.0
145,Воскресный пиздабол.\nНе слушайте эту гниду,negative,"['воскресный пиздабол.\\nн', 'гнида']",,2.0,0.0
146,Опустим пропагандона,neutral,['пропагандон'],,1.0,0.0
147,помёт с лопаты. шоу для дебилов.,neutral,"['шоу', 'помёт']",,2.0,0.0
148,к стенке этого еблана) диз,neutral,"['стенка', 'еблана']",,2.0,0.0
149,"А че дизлайки скуриваете, БЕСЫ!?",negative,"['дизлайки', 'бесы']",,3.0,0.0
150,Иудеские вичора смотрят пенсионеры с отравленной психикой,neutral,"['отравленная психика', 'иудеский вичора']",,3.0,0.0
151,Зайду просто дизлойс поставлю. Мимо соловьиного помета я без Диза не хожу,neutral,"['соловьиный помета', 'дизлойс']",диза,5.0,0.0
152,"Жмите дизы, проверяйте их наличие на предыдущих видео",neutral,"['предыдущие видео', 'наличие']",,8.0,0.0
153,Гавнаканал с клоуном...,negative,"['клоун', 'гавнаканал']",,5.0,0.0
154,народу 2е или 3е гражданство нормально! А ченуше это уголовка !,negative,"['ченуш', 'уголовка']",,3.0,0.0
155,"америка подлая трусливая , из под-тишка , а по чесноку понимает , что сша проиграет , очень много подлости за ними !",negative,"['чеснок', 'сша']",,0.0,0.0
156,О!!! саранча соровская слетелась!!!,positive,"['соровская', 'саранча']",,2.0,0.0
157,"Посла выслать из страны , а на Америку ""наложить санкции"".",neutral,"['страна', 'санкция']",,1.0,0.0
158,"Зелёнкин всё правильно делает, на сколько позволяет хозяин !",neutral,"['хозяин', 'зелёнкины']",,0.0,0.0
159,"Удивляет, как они продолжают стараться выпускать свой дрист про Украину и Госдеп. Дизов больше, чем лайков, и все равно подолжают. Упорно и старательно. Что должно случиться, чтобы у них открылись глаза?",negative,"['украина', 'дизов']",,3.0,0.0
160,"Соловьев хуесос, я все сказал",negative,"['хуесос', 'соловьев']",соловьев,2.0,3.0
161,Не гни пальцы. Он всё сказал.,neutral,['пальцы'],,0.0,0.0
162,Слосаешь и м.б. уже сломался.,neutral,[],,0.0,0.0
