,text,ton,keywords,names,likes,replies
45,"Китай финансируют ротшельды,вайберги и пр. американские финансисты, а путин помогает КНр. списывая миллиардные долги и сдавая Сибирь. путин лакей ротшильдов работает на Китай и американских финансистов.. остальное треп.",negative,"['американские финансисты', 'путин']",,0.0,0.0
46,"Владимир    Вольфович      меня   приятно  слушать  Вас    , каждый  раз  от  Вашей    выступлений    я    получаю   новую        информацию  .  У  меня   вопрос  :  Как   мог   такая   маленькая   Грузия   (  сегодня  население   где  то   3 млн .  700  тыс .  Россия     нас   146  млн.  700  тыс  )    повлиять  на  такую   огромную   Империю   (   я   имею  виду    коррупцию  ),   может   быть  это  было  наоборот  .  Тогда   Кавказские   народы   даже  не   знали   что  такой   коррупция   . Карамзин     сказал   .  Что   делают   в  России   воруют   все  .  Маленькая  Грузия   ,   Кавказ   вместе   взятых   ни  как    не  могли   бы   повлиять    на    Россию    когда  они   находились  в  составе   этой  империи . . 200  лет  назад   сколько    проживало   на  Кавказе   людей  ,  вообще   они  понимали   Русский  язык  . Скорее    Всё  происходило   наоборот   .",neutral,"['россия', '700 тыс']",карамзин,0.0,0.0
47,Мой прогноз жирик болаболь как мой старый приёмник.,neutral,"['мой старый приёмник', 'мой прогноз жирик']",,4.0,0.0
48,"Не Соловьёв, но Петухов))))",neutral,"['соловьи', 'петухи']",,2.0,0.0
49,красава жириновский,positive,"['красава', 'жириновский']",,1.0,0.0
50,"Бред больного человека. Морально разложили. Довели до нищеты. Разграбили, разворовали, убили образование, медицину. Может с них надо сначала спросить, а не лезти в Америку, в Европу. Маразм старого человека. Ну вот начал за здравие закончил за упокой",negative,"['маразм старого человека', 'больной человек']",,0.0,0.0
51,Психушка рядом.,neutral,"['ряд', 'психушка']",,0.0,0.0
52,Китай не когда не уступит!!,neutral,['китай'],,0.0,0.0
53,"Соловьев не прав передача не правильная , нам втирают мозги!!",negative,"['соловьев', 'права']",соловьев,3.0,0.0
54,"А, ведь правду  говорит!!!",neutral,['правда'],,1.0,0.0
55,Just how easily he decided the future of millions of peoples trough out the world !,neutral,['just how easily he decided the future of millions of peoples trough out the world'],,2.0,0.0
56,"Прогноз Жириновского: "" На следующий год у меня не будет 10млн.р., что бы заплатить своим внукам за обучение в Швейцарии""🥺",neutral,"['следующий год', 'прогноз жириновского']",жириновский,3.0,0.0
57,"Народ в студии к войне готов Кто островок прикупил,кто  недвижимость на фиджах в виде бункера",neutral,"['вид бункера', 'фиджи']",,0.0,0.0
58,Жириновскии насчёт немцев прав.  Мои Отец партизанил в РФ Смоленщине Немцы на глазах местных жителей справляли естественную нужду Так как считали местных унтерменшем недочеловеками   А сеичас в РФ есть придурки скинхеды.,negative,"['рф', 'придурки скинхеды']",,1.0,1.0
59,спасибо,neutral,[],,0.0,0.0
60,Жириновский! Посмотри что творит Китай в Сибири! А ты дружить с ним. Маразм настал?,negative,"['сибирь', 'маразм']",жириновский,10.0,1.0
61,воспитуй дочь чтоб китайцу не дала.\nПОТОМ ПРОГОНИМ КАК 5000 ЛЕТ НАЗАД.,neutral,"['5000 лет', 'китаец']",,0.0,0.0
62,"Как он надоел уже,он взывает опять же к тем кругам где сам вращается,к жонам чиновников,у нас страна состоит исключительно из чиновников,бюджетников,пенсов,а где в стране люди и общество? Где мнение высказываемое не чиновниками и депутатами которые давно оторваны от настоящей жизни,где мнение живущих в регионах простых людей? Жириновский несмотря на то что любит рассуждать что он выходец из простой бедной семьи,на самом деле не любит простых граждан и всегда держит дистанцию и заносчиво общается бывая изредка где-то на улице при этом вокруг всегда охрана общается он так словно барин решил погулять в крепостной деревне раскидав пряников и монеток,ну откуда это в нём не понятно,ведь он по сути слуга народа,депутат выбранный для работы и защиты интересов граждан,но у них столько привилегий и денег что они начинают забывать кто они,откуда и зачем,начинают изображать князей и разыгрывать спектакли типа барин+челядь,ему уже давно пора в имение на отдых,кроме напыщенных речей нет никаких дел,они говорят,а мы простые граждане живём в этой ими созданной античеловечной системе,может им тоже пора пожить жизнью обычных людей,без госокладом,льгот,без спецавто с мигалкой,без охраны когда надо думать над словами иначе можно и по морде и никто не заступится,посадить всех на минималку без официального оформления а это ноль гарантий и будущего,и пусть с минималки ещё платят все те налоги которые напридумали и за которые голосовал дружно,да и главное на пенсию лет в 70 чтоб шли,чтоб ели по праздникам куриные окорочка и были счастливы что хоть по праздникам ещё могут поесть что-то из мяса,а по будням исключительно гороховый и макаронный постный супчик,так как после уплаты ЖКУ минималки просто не останется и надо либо лезть в кредитные линии до зарплаты,либо занимать у таких же бедных коллег,да и никакакого нового года,так как простые люди в регионах давно его уже не отмечают на это нет средств,давно никто не ходит в гости как раньше,поесть жареных окорочков немного посидеть повспоминать прошлое вот и всё развлечение у сегодняшних простых граждан,а у многих и на это нет возможности,у многих сейчас нет личного жилья,а на съемной квартире не пошикуешь иначе поднимут таксу за проживание,вот как надо чтоб пожили все эти народные избранники,пусть проживут сами в той системе за которую голосовали,пусть почувствуют реальность в стране",negative,"['страна', 'минималка']",жириновский,0.0,0.0
63,Как появились российские чиновники на Кавказе так появились коррупционеры.,neutral,"['российские чиновники', 'коррупционеры']",,0.0,0.0
64,жирик прав Как всегда Да должна начаться Эпоха маккартизма в России и запретить надо и коммунистов и Комсомольцев и ФСБшников.,negative,"['эпоха маккартизма', 'жирики прав']",,0.0,0.0
65,Трепло.....,negative,['трепло'],,1.0,0.0
66,"Жериновский Гей, пассивный пидараст.",negative,['пассивный пидарасты'],,0.0,0.0
67,"США уже шли в лоб на Сев.Корею. Было, испугали всех и больше всего напугались по привычке сами. Вот и вся ярость и гром, пламя США. Бумажные ковбои.",negative,"['пламя сша', 'вся ярость']",,0.0,0.0
68,Моразматик !,neutral,['моразматики'],,0.0,0.0
69,"Привинтивный удар. Ты с ума сошел в ответку сразу полетит пакет ракет в россию конечно, жириновский будет там где и ракет никто пускать не будет в домике на своем островке со всей своей семьей а вы воюйте крестьяне и труженники))",negative,"['привинтивный удар', 'пакет ракет']",,0.0,0.0
70,"Понимаю что жирик люто ненавидит КПРФ,-хотя  до развала СССР ни одна гнида не имела право  даже думать об офицерском  звании тем более о звании полковник,-разве это дает право обливать грязью свой собственный народ? Иуде,- который получил прекрасное образование, стал профессором, носителем и знатоком нескольких ин. языков,-напоминаю совершенно бесплатно,-царя. о котором так сильно печешься сбросил не народ а приближенные министры, генералы и другая шалупонь очень далекая от народа. Ленин с эмиграции приехал значительно позже, и ранее сидя у финов о революции не помышлял, должно быть Вы -же изучали труды его,-обязаны были. Так-что не звезди,  чем-же ты отличаешься от тех кто гнобит народ? Словоблудием? Искажением фактов? Такая-же шавка-как греф , наибулина, медведев ,чубайс силуанов, и все  остальные кто разворовывает недры России и продает все западу ,-чем ты отличаешься от них???",negative,"['народ', 'право']",ленин,0.0,0.0
71,"Конечно 400 рублей зарплата за неё можно и до 80 лет не уходить на пенсию а вот на 8 тыс.  руб  как  жить, уроды.",negative,"['80 лет', '8 тыс']",,0.0,0.0
72,Жириновский  ты не устал  костюмчики  менять  а  старикам  жрать  нечего.,negative,"['старики', 'костюмчики']",,1.0,2.0
73,Он же народный артист !,neutral,['народный артист'],,0.0,0.0
74,"@Hamzat S это точно  шут гороховый , но умный шут  вот и обидно от этого ещё  сильней, хотя он говорят за нас  бьётся.",negative,"['умный шут', 'hamzat s']",,0.0,0.0
75,"Жириновский ты лучше подумай о народе о детях, а пиздить и без  тебя  умеем.",neutral,"['народ', 'жириновский']",,0.0,0.0
76,И он такой во власти не один. Его ненависть ко всему живому зашкаливает. Вот кто предлагает бросить русских в горнило гибели человечества.,negative,"['горнило гибели человечества', 'всё живой']",,0.0,0.0
77,Какие карыстные мысли у  жириновскова,neutral,"['какие карыстные мысль', 'жириновсков']",,0.0,0.0
78,"Не коммунисты главный враг, а партийная номенклатура!",neutral,"['партийная номенклатура', 'главный враг']",,0.0,0.0
79,"Постарел Жириновский,херню несёт! Свет,воду и газ - народу бесплатно!",negative,"['свет,вод', 'народ']",жириновский,0.0,1.0
80,И ДЕНЬГИ.,neutral,['деньга'],,0.0,0.0
81,"А что бы сказал товарищ Сталин :"" Мир гораздо лучше войны, давайте думать товарищи и... Господа "".",neutral,"['товарищи', 'товарищ']",сталин,6.0,0.0
82,Ужас рюски долбоебы слушают долбоеба,negative,"['ужас', 'рюски']",,0.0,1.0
83,Я НЕ СЛУШАЮ А ЧИТАЮ КОМЕНТЫ ПИДОРОВ.,neutral,"['пидоров', 'коменты']",,0.0,0.0
84,ссср ничего не было хорошего  🥰,neutral,['ссср'],,0.0,1.0
85,"В СМЫСЛЕ СОТОВЫХ ТЕЛЕФОНОВ,КОМПЬЮТЕРОВ,\nЖК ТЕЛЕВИЗОРОВ ,МАШИН В КАЖДОЙ СЕМЬЕ,\nКВАРТИР КАЖДОМУ,\nТАК ЭТОГО НЕ ГДЕ НЕ БЫЛО.",neutral,"['сотовые телефонов,компьютеров,\\nжк телевизоров', 'каждая семье,\\nквартиры']",бывшее,0.0,0.0
86,"Молодцы евреи , зарабатывает деньги это и есть хозяева рюских, не одного рюски  татар Кавказ 🤣😐🤨🥰",positive,"['одно рюски', 'хозяева']",,5.0,0.0
87,Прям вижу как соловьев бледнеет когда жириновский говорит про посадить расстрелять у кого имущество заграницей,neutral,"['соловьев', 'имущество']",,1.0,0.0
88,ЛДпр - это хрень на палочке  Ничего личного,negative,"['хрень', 'палочка']",,1.0,0.0
89,В.В. жириновского давно пара в психушку .,negative,"['психушка', 'пара']",,0.0,0.0
90,придурок если ты сам главный бандит то что тольку орат. с себя и начинай.возми клетку и сиди там.что ждать новый год,negative,"['сам главный бандит', 'новый год']",,0.0,0.0
91,"Учитывая, что Жириновский В.В, - ""рупор кремля"", то дела у нас печально. Краткий анализ его выступления дает основание полагать, что РФ в противостоянии между США и КНР будет принимать сторону США. Жириновский акцентирует особое внимание на противостоянии коммунистам, хотя открыто не выступает против Китая. Однако ориентация очевидна. Несмотря на эпатаж Владимира Вольфовича, который имеет целью запутать обывателя, позиция власти прослеживается достаточно ясно. Формально критикуя капитализм, внимание все же уделяется, в большей степени, неэффективности советской системы хозяйства, противопоставляя ее в тоже время царской системе конца 19 в. Так, выводится из под критики современная система общественных отношений, в том числе путем нагнетания военной истерии. Война, несмотря на ""вариативную"" позицию В.В., все же будет, исключать ее неизбежность - значит впадать в политический инфантилизм, быть политическим идиотом. Ключевой вопрос, который имеет значения для будущего: какую позицию займет РФ в этой новой империалистической войне.",neutral,"['рф', 'противостояние']",владимир вольфович,0.0,0.0
92,"Китай в конце, после Америки...",neutral,"['конец', 'китай']",,0.0,0.0
93,"СССР это хорошо, но без коммунистов оригинальное определение.",neutral,"['оригинальное определение', 'ссср']",,0.0,0.0
94,"СССР это хорошо, но без коммунистов оригинальное определение.",neutral,"['оригинальное определение', 'ссср']",,0.0,0.0
95,"""соловей"" это п***ц!!! Полный дегенерат.",negative,"['полный дегенерат', 'соловей']",,3.0,1.0
96,"Вадим Владимиров да ну он порядочный человек , лучший из лучших, совесть и честь прям с него прям прет...",positive,"['порядочный человек', 'вадим владимиров']",вадим владимиров,0.0,0.0
97,Россия страна дураков. Вот дурак. Главное все эти политики слушает этого дурака и довольные.,negative,"['дурак', 'страна дураков']",,0.0,0.0
98,"Воруют в основном едросы, а виноваты коммунисты. Ай да жирик, ай да сукин сын))",negative,"['сукин сын', 'основное едросы']",,0.0,0.0
99,Красава!!!! Дави их!!!!!,positive,['красава'],,1.0,0.0
100,ох и негодяй этот жириновский...конечно он не хочет социализм. ведь в этом случае его и всех остальных тунеядцев отправят в колонию-поселение(на химию). а сейчас при очередном царизме ему и его ближайшим родственникам хорошо. сидят на шее трудящихся и не скинешь,negative,"['все остальные тунеядцы', 'шея трудящихся']",,0.0,0.0
101,Действиями  где его действия за слова пиздуна ебанава,negative,"['слово пиздуна ебанава', 'действия']",,0.0,0.0
102,Чисто словами пиздить  пиздабол словами говорит  не хуя не делает,negative,"['слова', 'хуй']",,0.0,0.0
103,"Rassija strana agressor. Vo vseh voinah vinavata rassija. Agressora nado bilo davno ostanavit. Nelzja bilo dapustit, shto rassija opjat voružajetsa. Mir sam vinavat, shto vovremja ne priostanavil  i ne bezavredil rassiju.",neutral,"['shto vovremja ne priostanavil i ne bezavredil rassiju', 'vo vseh voinah vinavata rassija']",,0.0,0.0
104,Правилно всех надо посадить,neutral,[],,1.0,0.0
105,Как раз таки кавказцы луче вас!!! Не только надо вашему путину оскорблять а нужно посадит его. За то что он сует свои длинный нос туда куда не надо,negative,"['длинный нос', 'ваше путин']",,0.0,0.0
106,Кому война а кому Мать родна. Миру Мир. С России Бог значит мы ПОБЕДИМ!,neutral,"['мир', 'кома']",,2.0,0.0
107,Свмая мерзкая страна ето россия,negative,"['мерзкая страна', 'свмай']",,0.0,0.0
108,Шут гороховый,neutral,['шут'],,0.0,0.0
109,Жирик жажигает!чертяка!,negative,['жирики жажигает!чертяка'],,1.0,0.0
110,"Как легко подписать приговор за которым стоят люди.не желай другому того,чего не хочешь себе.мир вашему дому.",neutral,"['ваше дом', 'себе.мира']",,0.0,0.0
111,"Жириновский умеет прогнозировать,это его часть характера... Ему самое место быть советником у Президента... Прежде чем принимать стратегические решения.Он прекрасно знает Историю Страны,да и не только...И основываясь на происходящем,делает ""точнейшие ""прогнозы"" А что важно,готов идти на\n соответствующие риски, что сегодня на мой взгляд,просто необходимо. Это моя точка зрения..",neutral,"['моя точка зрения', 'часть характера']",жириновский,0.0,0.0
112,"Идиот! Я его ненавижу!  Призывает к войне, гад проклятый! Шут гороховый!  Наворовал для себя и своего сына.   А сын живет за границей. Ударь превентивно -и твой сын с твоими внуками будут первыми жертвами. Твой сын Лебедев даже не захотел взять твою проклятую фамилию. \nОн стыдится такого дурачка разбушевавшегос\nя Гомосексуалист противный!",negative,"['твой сын', 'сын']",лебедев,0.0,0.0
113,Идиот,neutral,['идиот'],,0.0,0.0
114,Болтун это все что можно сказать о жириновском. Пусть знает народ за создание социального общества надоели обещания ведра. Новый социализм это путь прекращения разбозаривание страны это восстановление промышленности это залог силы и не надо будет кого то пугать войной. Всё будут уважать сильную страну а жириновский давно должен сидеть в тюрьме как и все президент и правительств и половина депутатов госдумы.,negative,"['жириновский', 'половина депутатов госдумы']",,0.0,0.0
115,Хотите хорошо жить????Внимательно смотрите на тех кто  на передаче.,neutral,['передача'],,0.0,0.0
116,👏👏😀😀👍,neutral,[],,0.0,0.0
117,Пйтухй кукарекают,skip,[],,0.0,0.0
118,balniye debili,neutral,['balniye debili'],,0.0,0.0
119,Владимир вольфыч дай пятихатку или соловьев брось на телефон стольник или фарш купите пенсионерке неподалёку хоть какая то польза будет от вас ато заебало электричество тратите,negative,"['владимир вольфыч', 'электричество']",,0.0,0.0
120,Не дай бог мне стать президентом вас бы не было в телевизоре а были бы вы где нибудь на заводе за. 15 тысяч причем принудительно причём до пенсии вы бесполезные люди как Киркоров Галкин тимати олигархи и тд вы все одна куча ни грамму вам не завидую с вашими доходами,negative,"['все одна куча', 'ваши доходы']",галкин,0.0,0.0
121,",,Поглядишь - картина,а разглядишь скотина.( Русская пословица.)",neutral,"['русская пословица', 'скотина']",,0.0,0.0
122,Помет выливается за пределы страны запашок нафталина жирик жжот,negative,"['запашок нафталина жирик', 'пределы страны']",,0.0,0.0
123,"Не дай Бог такому придурку, как Жирик власть.Губошлеп - второй скоморох как ЗЕ на Украине.",negative,"['такой придурок', 'второй скоморох']",жирика,0.0,0.0
124,старый марозматик,neutral,['старый марозматики'],,0.0,0.0
125,Конечно впереди трагедия азия с африкой вооруженные до зубов на пороге и что мы будем делать все,neutral,"['трагедия', 'порог']",,0.0,0.0
126,пусть улетают все олигархи надоели уже и чиновники всех за границу пусть там разваливают всё.,negative,"['все олигархи', 'чиновники']",,0.0,0.0
127,"Жириновский! заставит всех уважать Россию и Русский народ! а сейчас унижают,  как к рабам относятся, не дееспособным, деградантам. скоро уже не то что на амереканца, китайца , но и на негра работать будем, Путин и это устаревает уже.",negative,"['русский народ', 'россия']",путин,0.0,0.0
128,только Жириновский порядок навести может в России и в Мири! при помощи Русских и Русского народа.,neutral,"['русский народ', 'россия']",жириновский,0.0,0.0
129,Одни пид..расы в студии,neutral,"['одни пид..раса', 'студия']",,0.0,0.0
130,"Слушаеш этого маразматика и думаешь,в Европе,в США улучшается жизнь всех граждан, а они улучшают свою жизнь,а нам предлагаю со всеми воевать.",negative,"['все граждане', 'сша']",,0.0,0.0
131,"Жириновского к уголовной ответственности ,за призывы к войне .",neutral,"['уголовная ответственность', 'призывы']",жириновский,0.0,0.0
132,Надо ударить по Америке,neutral,['америка'],,0.0,0.0
133,Он свершений прав,neutral,['свершения прав'],,0.0,0.0
134,"Самая жесть в том, что жириновский и и в 91 и 98 и 2008 итд говорил и все ржали так же, а он прав оказался..",negative,"['самая жесть', 'права']",,0.0,0.0
135,"Страх, маразм крепчают, котел кипит - результат пропагады, когда сами себя пугают, - ПОВЕРИЛИ!!!!!",negative,"['результат', 'пропагады']",,0.0,0.0
136,Какой Он молодец!!! Сколько у него точных прогнозов!!!,positive,"['точные прогнозы', 'молодец']",,1.0,0.0
137,"Эх , зашли бы нормальные пацаны как в НОРД ОСТ и захуярили всех , в месте с зрителями !",neutral,"['нормальные пацаны', 'ост']",,1.0,0.0
138,VSE SLUSHAET SUMASHECEVO ZAL CHTO ON NERASKAZIVAJUT CTO ASTANETSA IZ ROSIJI I SKOLKO ROSIJAN PAGIBNUT-ETOI VOINE.SMESHNO SLUSHAT ETOT BRED.......,neutral,['vse slushaet sumashecevo zal chto on neraskazivajut cto astanetsa iz rosiji i skolko rosijan pagibnut-etoi voine.smeshno slushat etot bred'],,0.0,0.0
139,"Сморчок это еврей, называющий себя русским.",neutral,"['сморчок', 'еврей']",,0.0,0.0
140,Я не понимаю кто после этого за него проголосует? Как он вабще во власти оказался? Пока такие де...лы  во власти ничего хорошего не будет!!!,negative,"['власть', 'такие де...лы']",,0.0,0.0
141,Вот пусть и Жириновский возьмёт автомат и будет защищать границу российской федерации\nНет это шутка даже потому что в случае войны он быстрее в бункер к остальным крысам,neutral,"['случай войны', 'остальные крысы']",жириновский,0.0,0.0
142,Сборище идиотов,negative,['сборище идиотов'],,0.0,0.0
143,Соловьев молодца! что сказать Русский еврей,positive,"['соловьев молодца', 'русский еврей']",соловьев,0.0,0.0
144,Вольфович как всегда своем репертуаре !!!))))),positive,"['репертуар', 'вольфович']",,0.0,0.0
145,Совсем поехали,neutral,[],,0.0,0.0
146,Вечерний МУДОЗВОН и группа шизофреников😊,neutral,"['группа шизофреников', 'вечерний мудозвон']",,0.0,0.0
147,))) вечерний мудозвон )))),neutral,['вечерний мудозвон'],,0.0,0.0
148,"solovev -eto ispolzovanniy qandyuk.etoqo i on sam znaet.pidr, ti neznaew rossiya kak jivet? pedr ti ne sravnyaysya s inostrannimi prezidentami.prosto ti petux,walava",neutral,"['pedr ti ne sravnyaysya s inostrannimi prezidentami.prosto ti petux,walava', 'eto ispolzovanniy qandyuk.etoqo i on sam znaet.pidr']",,0.0,0.0
