"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgxArHt1ThksspaO4fJ4AaABAg","Артём Фомин","/channel/UCV6W0xz8XQlJUkz8lcwTUdg","https://yt3.ggpht.com/a/AGF-l794eKQI3yGSyvDr5Ag_zjyEh5wS_HK18ze7mQ=s48-c-k-c0xffffffff-no-rj-mo","ПОЗОР",0,"1 month ago",1571812264041,false,false,,,,,,,,,,,
"UgzOSEA9WNv63ezUlRZ4AaABAg","Setra","/channel/UCjCrbkZ2ybot5PIKCn3Pn_A","https://yt3.ggpht.com/a/AGF-l7-u-8O5-hdA3zIiTDNJtjAk-ON6enbrbm1ljw=s48-c-k-c0xffffffff-no-rj-mo","ПУТИН ВОР! ПУТИН ВОР! ПУТИН ВОР!",0,"1 month ago",1571812264044,false,false,,,,,,,,,,,
"Ugylqzjo1bOR9F8SNp14AaABAg","кузмич канабисов","/channel/UC-uyEtl5cIp54sU78YuvKMg","https://yt3.ggpht.com/a/AGF-l7_gw52fd34YEubLT2LniMBNpWgME6nCOySXmg=s48-c-k-c0xffffffff-no-rj-mo","ПУТИНОИД",0,"1 month ago",1571812264046,false,false,,,,,,,,,,,
"UgzqdhBvbxXfyT8iDVp4AaABAg","Лана С.","/channel/UCjaL8_UAmP2LXpyrH2Ii9sg","https://yt3.ggpht.com/a/AGF-l7_U7kh40sFYt5HifCBt9fduAuRHWpzrzAFl4Q=s48-c-k-c0xffffffff-no-rj-mo","КОГДА НУЖНА ПРАВДА -ОН ПРАВДИВЕЕ ВСЕХ!",0,"1 month ago",1571812264048,false,false,,,,,,,,,,,
"UgzW5g97WpDv2CM1fsR4AaABAg","Максим Чертыков","/channel/UCN7dI3GvYiNAkitiKFNPZGw","https://yt3.ggpht.com/a/AGF-l78_aeCs6UWnq8isjPgqVpISZS_8bkObar6z4Q=s48-c-k-c0xffffffff-no-rj-mo","Мерзкий человечек. Однажды его так бомбанёт от злобы, что он просто взорвётся в прямом эфире забрызгав всех вокруг соловьиным помётом. Личный дизлайк от меня",0,"1 month ago",1571812264055,true,false,,,,,,,,,,,
"UgwAldIzHhR7rVYVF_d4AaABAg","Сергей Митяков","/channel/UClu2nMjR9BB0aT9BG2yRmXA","https://yt3.ggpht.com/a/AGF-l790_sIbJQBuBFSzSr3OufoJY7i1IkvxmKuEUw=s48-c-k-c0xffffffff-no-rj-mo","Две собаки из одного вольера,лай разный а суть одна!",0,"1 month ago",1571812264058,false,false,,,,,,,,,,,
"Ugx3QfAaY6sfOuiASB14AaABAg","Donald Dick","/channel/UCnUR1b-mwO0xAvMFjJ7hWCQ","https://yt3.ggpht.com/a/AGF-l78NJ64d4NZ24t72HrLu4VLtAyLMdIDSgPRW6g=s48-c-k-c0xffffffff-no-rj-mo","Мудазвон",0,"1 month ago",1571812264060,false,false,,,,,,,,,,,
"UgyFHaWm7Qsj6WwCMTl4AaABAg","trafimich tra","/channel/UClflXP7bTkcREDFxHIolzBg","https://yt3.ggpht.com/a/AGF-l7-HbvOZJtgOYHV8EJOT8NWOmJ4KQv0elG8KDQ=s48-c-k-c0xffffffff-no-rj-mo","Пиздёшь",0,"1 month ago",1571812264061,false,false,,,,,,,,,,,
"UgwKH6d06qEF1E8ItFZ4AaABAg","Раб Пепла","/channel/UCaLjMAjbeEDvbGfxwv6sB4w","https://yt3.ggpht.com/a/AGF-l7-BwkIGWATAW3qfrejcbsD0WNsgIiPdBMyDgQ=s48-c-k-c0xffffffff-no-rj-mo","А что он в России делает? Он же итальянец.",0,"1 month ago",1571812264063,false,false,,,,,,,,,,,
"Ugzopy00kl3ZWrG58rJ4AaABAg","Vicheslav Makarov","/channel/UCTuQyipo3zYpbkOUMTI38cA","https://yt3.ggpht.com/a/AGF-l78BDGAg4cg7chWBGaDHG3dLbnFxwTcdZ2RGag=s48-c-k-c0xffffffff-no-rj-mo","Синьёр соловьев с маленькой буквы",0,"1 month ago",1571812264064,false,false,,,,,,,,,,,
"UgyYJho0HF42j8h4qoV4AaABAg","Sascha Ischenko","/channel/UCV8GZFE82RdKLWYvBChRbZA","https://yt3.ggpht.com/a/AGF-l79blgkhFIdn3NFOvtchaU3Wai0RTNhsvbtgSw=s48-c-k-c0xffffffff-no-rj-mo","Соловьев!!! YouTube - это вам не  зомбо-ящик который только старики ещё иногда смотрят , тут пи*дабольство такого типа , пресекается сразу ! И покажет он ещё все ваше грязные делишки, и откроет глаза. народу нашему,слепому и каждому тупому докажет что он зря  вам верил!!!",0,"1 month ago",1571812265243,false,false,,,,,,,,,,,
"UgyEY-VZVlOgSNt_fqh4AaABAg","Артем","/channel/UCFm2d-M85oDNDBZHj1jpixw","https://yt3.ggpht.com/a/AGF-l7_aUa_vO7oubP5iMuFgDEeoy314-eiKYW5fhQ=s48-c-k-c0xffffffff-no-rj-mo","Не поддерживает мнение соловья народ - это прекрасно видно по лайкам (дизлайкам)",1,"1 month ago",1571812265244,false,false,,,,,,,,,,,
"UgxDsyXLP9isQ220ExB4AaABAg","David Schulz","/channel/UCVB4vgAugeYAyjEXIof1acA","https://yt3.ggpht.com/a/AGF-l78ojiTYDq-4KM-jjVU1VA5G81NF8jWXDKK01g=s48-c-k-c0xffffffff-no-rj-mo","Вечерний мудозвон",4,"1 month ago",1571812265246,false,false,,,,,,,,,,,
"UgxoBEUj0Ip6TWcy5jV4AaABAg","Андрей Ф","/channel/UCrlY0n9brJLU6hw0I0JxcaA","https://yt3.ggpht.com/a/AGF-l79l7S4HiTJrw_qad3df6LF61wH03QXKrREFPQ=s48-c-k-c0xffffffff-no-rj-mo","просто М.",1,"1 month ago",1571812265247,false,false,,,,,,,,,,,
"UgxT_nHwRabRwPrwnYB4AaABAg","Михаил Калиниченко","/channel/UCQb7c3oLFapDaqPtn0-cBtw","https://yt3.ggpht.com/a/AGF-l7_bcyzVIUiPeNe3pjMFMnik1vne6ZNCYcWMkg=s48-c-k-c0xffffffff-no-rj-mo","В безопасности они себя чувствуют и только по этому языками ""смело"" чешут, но будьте уверены как только слегка жаренным запахнет, только их и видели и след простынет.",2,"1 month ago",1571812265249,false,false,,,,,,,,,,,
"UgysUVicnW48aJ94XiJ4AaABAg","иван Жевненко","/channel/UCwq082M3F5U1DqbdfBWU0Jg","https://yt3.ggpht.com/a/AGF-l78wf_vdpmH8ZpF1Xal81_JlgthEDPLzaEptDw=s48-c-k-c0xffffffff-no-rj-mo","По мойму этот итальянец с головой не дружит!",1,"1 month ago",1571812265251,false,false,,,,,,,,,,,
"Ugwv1ja5vxyu0iZHHUh4AaABAg","Mario Sup.","/channel/UC3TUdE8ERctzXfYEMz_mD5A","https://yt3.ggpht.com/a/AGF-l79sItorMoaEoYxNX1nMlc7uVym0b0vxJst26g=s48-c-k-c0xffffffff-no-rj-mo","Вали в Италию придурок. Правильно мама твоя говорит, что у неё есть враги. Ещё бы, сын ПРЕДАТЕЛЬ СВОЕГО НАРОДА!",0,"1 month ago",1571812265252,false,false,,,,,,,,,,,
"Ugygv7LvFvbtlQon4jR4AaABAg","Максим Соколовский","/channel/UC_WM5ukwA5IG8jpXbQx1ngQ","https://yt3.ggpht.com/a/AGF-l7_g0PV50OGQsr8ZFmyhWbz--CY3aT5EKwLxNQ=s48-c-k-c0xffffffff-no-rj-mo","И находятся же идиоты его слушают",2,"1 month ago",1571812265254,false,false,,,,,,,,,,,
"Ugw611_a_1P789kpaKF4AaABAg","Юлия Новикова","/channel/UCB29TVmh_njTfEixpRGGZ4w","https://yt3.ggpht.com/a/AGF-l79V-c8ekWMZ_QIvqEQ1FEuiZh1C_jtmahAaZA=s48-c-k-c0xffffffff-no-rj-mo","Есть такие личности и мужики со стержнем как Федор Емельяненко, Навальный, они прут за своё против сильнейшего противника, а такие как Соловьев черти и тряпки, ни кто о тебе хорошего чего-то не запомнит.",0,"1 month ago",1571812265256,false,false,,,,,,,,,,,
"UgzbF9pODkfHjuWHpz14AaABAg","Белка Серёжина","/channel/UCOrG6M3u7GGrR8Xb260lJ_Q","https://yt3.ggpht.com/a/AGF-l78nKGBtwI1_Kvu5iEL9b-ReG7CRz4qxVPbhQw=s48-c-k-c0xffffffff-no-rj-mo","Не сравнивайте россию с францией и с др. странами! У нас разные законы.",0,"1 month ago",1571812265258,false,false,,,,,,,,,,,
"Ugy5yEF0M0G4XjuMx314AaABAg","Инна Пушкарева","/channel/UCXnobPywtprNJR1C3s9zJlg","https://yt3.ggpht.com/a/AGF-l780P6o8zd9B_a-8oFVkrCwv7CyQfd9QpHR-sQ=s48-c-k-c0xffffffff-no-rj-mo","Гомно птичье тварь Соловей",0,"1 month ago",1571812265259,false,false,,,,,,,,,,,
"UgyPy2nFtpW6KOar2U94AaABAg","Рюрик Рюриков","/channel/UCd5E0eAeh6nmMFgMv0EnMRg","https://yt3.ggpht.com/a/AGF-l7_BqNpQD0Muh2eo6LRyCRP5t1jo3mGt_i5DOw=s48-c-k-c0xffffffff-no-rj-mo","а что соловьев сказал не так??? давайте хоть один косяк где не правда??? вам только человека обосрать надо, больше нечего ненужно !!!",1,"1 month ago",1571812265261,false,true,"EkQSC3ZnSVN6ZlhFa3BBwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5UHkybkZ0cFc2S09hcjJVOTRBYUFCQWciAggAKhhVQ1BrRHZhS1Y2dTZGZ002NTBBMHBkQ0EyC3ZnSVN6ZlhFa3BBQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgyPy2nFtpW6KOar2U94AaABAg.9-Ez9biNehI9-ObPvPb_xF","G & S","/channel/UC7IBlF4jkGgSABCoRysxl-Q","https://yt3.ggpht.com/a/AGF-l78S7v3dLURzC_sBJ4yf_fAk3e3QEyIdwPqFiw=s32-c-k-c0xffffffff-no-rj-mo","Посмотри самые популярные комментарии... Да и в принципе Соловьев только и вешает лапшу на уши!",1,"1 month ago",1571812265704,false
"Ugwzlgy-ZMld89YuMSN4AaABAg","middle","/channel/UCDXJssGb6DbGFxi7DkBR3nw","https://yt3.ggpht.com/a/AGF-l7_3ACkXISxnhGmcHavmtN1_axXs0KqahS46Bg=s48-c-k-c0xffffffff-no-rj-mo","Издуйте на виллы)))) вам уже не верят, прекращайте. Надо уметь вовремя покинуть сцену)))))",3,"2 months ago",1569220265264,false,false,,,,,,,,,,,
"UgxNQMHd5OduvbDVaU94AaABAg","Mixail Kondratiev","/channel/UCJmtBzvXAltVvdM_7MyWbqg","https://yt3.ggpht.com/a/AGF-l7-ndbw_EfGCvymzeIBVfw4YFLwfRAPddKXxFQ=s48-c-k-c0xffffffff-no-rj-mo","Я человек простой у меня нет виллы в италии,  вижу СОЛОВЬЕВА ставлю дизлайк! Благо власть не оскорбил иначе штаф бы платил.",1,"2 months ago",1569220265267,false,false,,,,,,,,,,,
"UgwkoBKSESpSjKuTKAF4AaABAg","Павел Зотов","/channel/UCrMTYT1V1tu1QE7YJ1PBJAg","https://yt3.ggpht.com/a/AGF-l786L7cYL98PUgJbDMqMnsYgFGmKVR52ephfsQ=s48-c-k-c0xffffffff-no-rj-mo","не вооружённым глазом видно что это пиздабол",2,"2 months ago",1569220265269,false,false,,,,,,,,,,,
"Ugz9OT-2NWQG5QBhxiJ4AaABAg","Дмитрий Попереченко","/channel/UC9O41Ts5PYMyVF7sp9PwpuQ","https://yt3.ggpht.com/a/AGF-l7_Ic2alagAlvg_qbzRVyU2a2LQWdHATEChZgA=s48-c-k-c0xffffffff-no-rj-mo","Владимир Рудольфович!Как же Вы изменились за последние 10 лет. Вы были моим любимым публицистом и лидером мнений.Талантливым журналистом.Вы смело выступали за развитие гражданского общества и защищали свободу слова.Что с Вами случилось? Где Ваша совесть? Вам наверное очень плохо бывает , когда Вы осознаете, что продали свой талант и уважение людей. Уверен, что будете сожалеть и раскаиваться.",0,"2 months ago",1569220265271,false,false,,,,,,,,,,,
"UgwmaqVNWvqFUmo-VFB4AaABAg","Il Min","/channel/UCxFHZkb0D_TKGmS26K3KWhw","https://yt3.ggpht.com/a/AGF-l7-CGTmGaV625gK3ro9BVI0t3AxSJNA1YSqloQ=s48-c-k-c0xffffffff-no-rj-mo","Хуеплет",0,"2 months ago",1569220265272,false,false,,,,,,,,,,,
"UgxUKhX9ZfogqQNfebx4AaABAg","Ром Чалов","/channel/UCUAxFN0P9PgAtXpM-74QVIA","https://yt3.ggpht.com/a/AGF-l7-rE4yJs_9Cnx1B9DNwulJELtKT9UMlfRjIbA=s48-c-k-c0xffffffff-no-rj-mo","соловьиный понос",1,"2 months ago",1569220265273,false,false,,,,,,,,,,,
"UgyykyMRp_C7SZzNE994AaABAg","владимир букин","/channel/UCbOvJa8oEG-ViruW7kCrv6Q","https://yt3.ggpht.com/a/AGF-l7_62KfibxV18M7TXlAYAX4RzUWt8xpAcFROjg=s48-c-k-c0xffffffff-no-rj-mo","Дааааа, Соловейчик, совсем поехал...",0,"2 months ago",1569220265275,false,false,,,,,,,,,,,
"Ugxb1d4XHDD5gaN6nYl4AaABAg","Эдуард Прокофьев","/channel/UC30B8jJYWPo438sRXSVfZcg","https://yt3.ggpht.com/a/AGF-l79GxT_w0S5W95E0DacauSyWAhojktrFUnp2ig=s48-c-k-c0xffffffff-no-rj-mo","Пора тебе валить! Пока с YouTube",1,"2 months ago",1569220265276,false,false,,,,,,,,,,,
"UgztaNPgD11LSowCPU54AaABAg","Samuel Morze","/channel/UC1rG6D-NRsrqCgKBCr0ilOg","https://yt3.ggpht.com/a/AGF-l78hq6nFUi07iuogKtHQDRcjwLGsoxRjzf76Og=s48-c-k-c0xffffffff-no-rj-mo","Тварь брехливая.",0,"2 months ago",1569220266812,false,false,,,,,,,,,,,
"UgzgXkD6K4d43WDCarh4AaABAg","Ирина К","/channel/UC9qj2dgL53wTAHipAY_RBcA","https://yt3.ggpht.com/a/AGF-l7-h549f-TA1RcIkHgLc8CbpWIOwqBdRV77p=s48-c-k-c0xffffffff-no-rj-mo","Какая отвратительная рожа!",0,"2 months ago",1569220266813,false,false,,,,,,,,,,,
"UgzHhUKmKZK4RLti_jh4AaABAg","Михаил Сысоев","/channel/UCSMz3zEfEcYJ_L0cJn4FQEw","https://yt3.ggpht.com/a/AGF-l79oqM6cm13_4xj0XTwEV9PU7GJxWrI0RR6Weg=s48-c-k-c0xffffffff-no-rj-mo","Соловей🦅",0,"2 months ago",1569220266815,false,false,,,,,,,,,,,
"UgxbqUI7xnjOOCEjnwR4AaABAg","Technical Department","/channel/UCQ9nLWEzNdptK1_Q9uNZf0w","https://yt3.ggpht.com/a/AGF-l7-S_w1kJi7vML2P1uE5S2BpTUp_TG8EyAZndA=s48-c-k-c0xffffffff-no-rj-mo","еврейский итальянец!соловей!пропагандист тупой!никто тебя не смотрит!",1,"2 months ago",1569220266816,false,false,,,,,,,,,,,
"UgyJXQbQQfre1MwzBYN4AaABAg","Murza Zade","/channel/UC4SR8eEiKOSYTL5tGXBDZyQ","https://yt3.ggpht.com/a/AGF-l78afRKAbXFoTBPe5qeT1sClIkcjHXYIUful=s48-c-k-c0xffffffff-no-rj-mo","Соловьев громко прокричал, чтоб в Кремле подлиз услышали громко, надо ж жизнь в италии оплачивать, лизуну",1,"2 months ago",1569220266818,false,false,,,,,,,,,,,
"Ugzfd6UMOCtTsMJUrAV4AaABAg","МИТРИЧ","/channel/UCYmzQnzE_lzmngJOB_HK22w","https://yt3.ggpht.com/a/AGF-l7-WeqVYsCpjk89W1_RZmmOkx-m2b4ngHYsiUA=s48-c-k-c0xffffffff-no-rj-mo","Соловьев-ты дурачок",0,"2 months ago",1569220266819,false,false,,,,,,,,,,,
"UgyK9X_lt00N_sTZ0uF4AaABAg","Keyser Soze","/channel/UC6PxG5wzFeiyaHxbLtdiQnw","https://yt3.ggpht.com/a/AGF-l7-dv2-S-Lr40OfzZ0Pitzan8PnOg4RiLEO-Lw=s48-c-k-c0xffffffff-no-rj-mo","Петушков, патриот Италии 😁",0,"2 months ago",1569220266820,false,false,,,,,,,,,,,
"UgxNPSwUBsu5p-NK8QN4AaABAg","руслан иксанов","/channel/UCjaNYCmum0EL4160_dFLFFA","https://yt3.ggpht.com/a/AGF-l79jj-69YCP56bOcbDuEuQkdO7UU4X1Y5Nvf1Q=s48-c-k-c0xffffffff-no-rj-mo","Соловьёв сумасшедший",0,"2 months ago",1569220266822,false,false,,,,,,,,,,,
"UgwYps410kmUGHXyv4l4AaABAg","Володя Дубровин","/channel/UCUbOG1BUjRM7r6-hPGYbMdA","https://yt3.ggpht.com/a/AGF-l78EUllJ1WrJH_uVKcbWtMCml7r98VLBeS5kog=s48-c-k-c0xffffffff-no-rj-mo","Навальный рулит,а Соловей пиздит,прям как настоящий соловей",0,"2 months ago",1569220266823,false,false,,,,,,,,,,,
"UgzoXunNJXrMubt5dKF4AaABAg","Лариса Яровая","/channel/UCpGKyKG4V3FEEN6KEuyNAfg","https://yt3.ggpht.com/a/AGF-l7_mkcJuDUwTlzqlGfAQWtXJvNje50YE52_Hqg=s48-c-k-c0xffffffff-no-rj-mo","Трезвый не ведёт уже,поёт соловьём!",0,"2 months ago",1569220266824,false,false,,,,,,,,,,,
"UgzW_CuqXk92IcbOhAl4AaABAg","Mihail Chernushov","/channel/UCSeMhQQkIuWOwA4qcKaZqIw","https://yt3.ggpht.com/a/AGF-l7-V6aIzeR3aAn8Lrr0y_q9AQgDDEq5jzmw0aw=s48-c-k-c0xffffffff-no-rj-mo","Своих проблем как будто нет.Задолбали уже своей Украиной.Люди на Украине живут бедно,так же как и в россии.так что ж ты вовик ,человек с итальянской пропиской ,об этом не говоришь у себя на программе?Пид*р!\n   ЗА КПРФ!",0,"2 months ago",1569220266826,false,false,,,,,,,,,,,
"UgwXfM_eDK2db9f0GsJ4AaABAg","Woland","/channel/UCZhjAeommZHLJGp_db8LszQ","https://yt3.ggpht.com/a/AGF-l7-ePS3XaYKeyMgt8ixkJhymDwcix0aoj0b3eA=s48-c-k-c0xffffffff-no-rj-mo","Во наваливает:)",0,"2 months ago",1569220266827,false,false,,,,,,,,,,,
"UgwXArvw8OpQMWbGs1N4AaABAg","вова про","/channel/UCKyaF8w468FnMYNA8acIgig","https://yt3.ggpht.com/a/AGF-l79ltdYOE-GMb5HdCpZB26Ct4Be0q19ZRSApbw=s48-c-k-c0xffffffff-no-rj-mo","Насколько соловьев оскотинился. Путин это тромб который перекрыл артерею развития страны. А пропагандист соловьев и скабеевы и киселевы это образовавшийся гной в остановившейся стране.",0,"2 months ago",1569220266830,false,false,,,,,,,,,,,
"UgxcO05_kb-_vFuwo5R4AaABAg","Сигизмунд Карлович Филькинштейн","/channel/UCWrE3K_r0DCFG8iLqpWmiDQ","https://yt3.ggpht.com/a/AGF-l7-pjUT9LiF96lnYonmC_dvaJMod8htO2cPFhQ=s48-c-k-c0xffffffff-no-rj-mo","гнида ты соловьев",0,"2 months ago",1569220266834,false,false,,,,,,,,,,,
"UgzZddAiYYoWIgU1C854AaABAg","иван Жевненко","/channel/UCwq082M3F5U1DqbdfBWU0Jg","https://yt3.ggpht.com/a/AGF-l78wf_vdpmH8ZpF1Xal81_JlgthEDPLzaEptDw=s48-c-k-c0xffffffff-no-rj-mo","Соловьиный помёт.",0,"2 months ago",1569220266839,false,false,,,,,,,,,,,
"UgwKU2Zk2EnrUFbNc7d4AaABAg","Адылбек Барпиев","/channel/UCasO1ct8CXthtdT6KJzoTqQ","https://yt3.ggpht.com/a/AGF-l79Urgtz0hb9q0-GdbnhwuYwSN6S1MeySFuGCA=s48-c-k-c0xffffffff-no-rj-mo","Путин красавчик и молоток.",0,"2 months ago",1569220266841,false,false,,,,,,,,,,,
"UgxrJguCId3qia8rGJ94AaABAg","андрей ахмедзьянов","/channel/UCIa7NMA35vIgoewJaWM0NXw","https://yt3.ggpht.com/a/AGF-l7_bgdFHy2Sal-CzGTw_Lwhfyme_AxaJW0Ggpg=s48-c-k-c0xffffffff-no-rj-mo","Нужен переворот! Готов ехать в тюрьму хоть завтра.",0,"2 months ago",1569220266843,false,false,,,,,,,,,,,
"UgwPyuSzkKv-HAs0sTN4AaABAg","Бастэр Бумбак","/channel/UCn3ZhzqTG8CM5-M4Q65Qk0A","https://yt3.ggpht.com/a/AGF-l7_pOSRVf_t_izmaGaQApn17cyNStzE7fUNHew=s48-c-k-c0xffffffff-no-rj-mo","Соловьев зачем ты себя ведёшь как быдлан с бараков, ты итак опущенный ниже некуда, так ещё  больше себя позориш, тебя же вся страна призерает, ты похож на маленькую шавку на верёвочке, не позорься веди себя достойно! Хотя такое дырявое чмо как ты вряд ли сможет🤣🤣🤣🤣🤣🤣",0,"2 months ago",1569220266845,false,false,,,,,,,,,,,
"Ugz9jHTlAwJ1zPCUgRh4AaABAg","илья кавальский","/channel/UCjGWdxKmmIeBJcTRS-ZQEUQ","https://yt3.ggpht.com/a/AGF-l78_BdxssV7S47YpdPuiAuEF1BVobvW8enYq9A=s48-c-k-c0xffffffff-no-rj-mo","Олень ,ты еще не сдох?",0,"2 months ago",1569220266850,false,false,,,,,,,,,,,
"UgxHtoAQP3zR2B0rlZR4AaABAg","ольга игорева","/channel/UC3o01eLhjYp-pLrxEFbN4tg","https://yt3.ggpht.com/a/AGF-l7_wTNp-QTrEb719RUs3w2MoEEoljB8fjJ3edg=s48-c-k-c0xffffffff-no-rj-mo","Рудольфыч, почему бухаешь на работе?",0,"2 months ago",1569220266853,false,false,,,,,,,,,,,
"Ugx4nGeeqz-EY2CqUcF4AaABAg","Артем туапсэ","/channel/UCV1TmpiU9Kh68jfXpmNMYdw","https://yt3.ggpht.com/a/AGF-l7-a2w9TRpYfXj5FyJqfZg3RmoldlMSSj8UXkQ=s48-c-k-c0xffffffff-no-rj-mo","Болтунишка Марио)))",0,"2 months ago",1569220268384,false,false,,,,,,,,,,,
"UgzJ94KENZzyc2WJJjd4AaABAg","suomi mapping","/channel/UCQvB8inaK3yNZs5z7UuApZQ","https://yt3.ggpht.com/a/AGF-l7_I_GgT0h3LCgOc5PlXlaPGFrIY1tXRPk1f-A=s48-c-k-c0xffffffff-no-rj-mo","позор",0,"2 months ago",1569220268386,true,false,,,,,,,,,,,
"Ugw-etLLjG_HAFFH_yh4AaABAg","Grand Master","/channel/UCc8NrXYDGzkWlRA5MsKZw_Q","https://yt3.ggpht.com/a/AGF-l7_XSn1hkJg2Weido_gG9RxPq40aLOpxXb2ogA=s48-c-k-c0xffffffff-no-rj-mo","Соловьёв едь в Израиль и там говори свою чушь😡",0,"2 months ago",1569220268387,false,false,,,,,,,,,,,
"UgwYoB2XWvyXleodhFZ4AaABAg","ДЖАЛОЛИДДИН ЯКУБОВ","/channel/UCnZbVmdVrMKSgnkW7MyT06Q","https://yt3.ggpht.com/a/AGF-l78dKakPvF_iSmKX1QntwfZi-XJdqRz6HxROKQ=s48-c-k-c0xffffffff-no-rj-mo","И такое показывают по центральному каналу фу!",0,"2 months ago",1569220268389,false,false,,,,,,,,,,,
